,dT,Tf,strainrange,df4,dc20,lte_cycles,ratio_dmgs
308,270,550,0.00300771,1.432613704053658e-06,0.001643589190014525,598.9999999999983,0.0008716373366029486
309,280,550,0.00314092,1.7191224227110441e-06,0.0015745267962707999,622.9999999999984,0.0010918343382803728
310,290,550,0.00327551,2.0541239068948633e-06,0.0015047608449645002,648.0000000000005,0.0013650833046119854
311,300,550,0.00341146,2.4444905050658808e-06,0.001434362486055975,675.9999999999985,0.0017042348282458402
312,50,575,0.00051806,1.212528599156095e-10,4.226108439062539e-09,inf,
313,60,575,0.00061812,1.8810238501500878e-10,2.4750791614124474e-08,inf,
314,70,575,0.00071963,2.8469983674445375e-10,1.2001414840531978e-07,inf,
315,80,575,0.00082249,4.2129953216788716e-10,5.026707542205592e-07,inf,
316,90,575,0.00092664,6.109574286746874e-10,1.8722755853827658e-06,530819.0,0.00032631810906714564
317,100,575,0.00103205,8.701587186611159e-10,6.330780221552489e-06,157547.0,0.00013744889069103208
318,110,575,0.0011387,1.2195299542591222e-09,1.9716667458295874e-05,50658.999999999985,6.185274244943456e-05
319,120,575,0.00124658,1.6847088145657398e-09,5.7116686024828856e-05,17499.000000000007,2.949591322286083e-05
320,130,575,0.00135571,6.668035766442032e-08,0.000154175721043425,6434.000000000002,0.0004324958379512893
321,140,575,0.00146654,8.80910409120032e-08,0.00038193369385065,2607.0000000000027,0.00023064485362333603
322,150,575,0.00157959,1.1516306786695282e-07,0.0008854338830348249,1127.0,0.00013006399469628536
323,160,575,0.00169522,1.4925390434756958e-07,0.0017083158909072002,584.9999999999994,8.73690311856248e-05
324,170,575,0.00181375,1.920357715781577e-07,0.0024533984376746247,406.9999999999993,7.827337322354075e-05
325,180,575,0.00193492,2.453008862208319e-07,0.002511568014681225,398.0000000000007,9.766842258976856e-05
326,190,575,0.00205752,3.1054978415733827e-07,0.002218922208435075,449.99999999999875,0.00013995523726645546
327,200,575,0.00218151,3.899357249019871e-07,0.00195840741397845,509.0000000000015,0.00019910858288155862
328,210,575,0.00230701,4.860463426823431e-07,0.0018047656464895499,552.0000000000009,0.00026931271859465634
329,220,575,0.00243422,6.019799930943727e-07,0.00170697898292775,581.9999999999999,0.0003526581165410003
330,230,575,0.00256323,7.412659525305866e-07,0.001631331908813325,608.0000000000007,0.0004543930934752594
331,240,575,0.00269391,9.077023285000461e-07,0.0015635634658760999,632.9999999999991,0.0005805343680062516
332,250,575,0.00282609,1.1054739877973035e-06,0.00149846839315845,659.0000000000001,0.0007377359394729717
333,260,575,0.00295963,1.339257316060181e-06,0.00143399621692995,685.9999999999994,0.0009339336465806053
334,270,575,0.00309453,1.6145176875239236e-06,0.0013686376859916752,714.9999999999999,0.0011796530988799209
