,dT,Tf,strainrange,df4,dc20,lte_cycles,ratio_dmgs
27,60,300,0.00053946,8.794796737114474e-201,1.4880096750061877e-18,inf,
28,70,300,0.00062363,8.027946097756503e-171,1.1432165750043849e-17,inf,
29,80,300,0.00070828,3.478554092665922e-147,7.810114099521565e-17,inf,
30,90,300,0.00079338,4.147441231626116e-128,4.833648582639612e-16,inf,
31,100,300,0.00087888,1.9460729387775971e-112,2.7451328132228344e-15,inf,
32,110,300,0.00096494,2.3916462651692933e-99,1.445139094377678e-14,inf,
33,120,300,0.00105193,3.0680595563083835e-88,7.121399881092742e-14,inf,
34,130,300,0.00113986,1.006769726301943e-78,3.304555477268625e-13,inf,
35,140,300,0.00122866,1.6358931570503743e-70,1.4500556157126312e-12,inf,
36,150,300,0.00131834,2.2290534275656217e-63,6.039136328975464e-12,inf,
37,160,300,0.00140888,3.8263555144127855e-57,2.3949097342878514e-11,inf,
38,170,300,0.00150028,1.1470370288893812e-51,9.069333786214112e-11,inf,
39,180,300,0.00159252,7.789721506995669e-47,3.288129486580854e-10,inf,
40,190,300,0.00168562,1.4877909226018937e-42,1.1439915472004754e-09,inf,
41,200,300,0.00177955,9.497613521491738e-39,3.827494978876137e-09,inf,
42,210,300,0.00187411,2.3095273939466843e-35,1.2330776875641685e-08,inf,
43,220,300,0.0019685,2.299739113085348e-32,3.820545798780636e-08,inf,
44,230,300,0.0020626,1.054572977977177e-29,1.1390943255944175e-07,inf,
45,240,300,0.00215641,2.4756089718532826e-27,3.2739381710981485e-07,inf,
46,250,300,0.00224998,3.2576182085465504e-25,9.088489140093795e-07,inf,
47,260,300,0.00234334,2.5893515169097716e-23,2.4410780081904427e-06,409656.0000000001,1.0607409956674196e-17
48,270,300,0.00243652,1.3240243555711238e-21,6.353462013319735e-06,157395.00000000006,2.0839415625612759e-16
49,280,300,0.00252953,4.590692426711356e-20,1.6046555970029727e-05,62319.000000000015,2.860858389354966e-15
50,290,300,0.00262238,1.1290318537079038e-18,3.935947924598491e-05,25406.999999999985,2.86851319005466e-14
51,300,300,0.00271507,2.0468536973931007e-17,9.377933056349999e-05,10664.000000000004,2.1826277550649952e-13
52,50,325,0.00045926,4.825944806956699e-238,3.9216433737682e-18,inf,
53,60,325,0.0005435,3.6950367190070343e-199,3.0559517923468014e-17,inf,
54,70,325,0.00062832,2.3098998949011545e-169,2.0766200483721085e-16,inf,
55,80,325,0.00071367,7.473442095929298e-146,1.2650335100258227e-15,inf,
56,90,325,0.00079989,8.349284694959639e-127,7.048042136977681e-15,inf,
57,100,325,0.00088708,4.379534828627038e-111,3.6392460251198154e-14,inf,
58,110,325,0.00097518,6.12622072467108e-98,1.7556877851298636e-13,inf,
59,120,325,0.00106417,8.050830328328956e-87,7.963300246867438e-13,inf,
60,130,325,0.00115403,2.5103663437825846e-77,3.4130373308939977e-12,inf,
61,140,325,0.00124475,3.7384597506664676e-69,1.388064744384261e-11,inf,
62,150,325,0.00133633,4.555056147391224e-62,5.375776535033675e-11,inf,
63,160,325,0.00142876,6.8984510758364785e-56,1.9887153239766133e-10,inf,
64,170,325,0.00152203,1.8087463902047751e-50,7.046598507602645e-10,inf,
65,180,325,0.00161611,1.0689805387889111e-45,2.397051018225625e-09,inf,
66,190,325,0.00171035,1.663635772309399e-41,7.82749251723744e-09,inf,
67,200,325,0.0018043,8.019555859392673e-38,2.4525186182297335e-08,inf,
68,210,325,0.00189796,1.4284024593525774e-34,7.385989595472812e-08,inf,
69,220,325,0.00199137,1.0884472125284716e-31,2.1427267298096164e-07,inf,
70,230,325,0.00208459,4.005520951827796e-29,6.000787778961284e-07,inf,
71,240,325,0.00217762,7.840969615095886e-27,1.6253696678817921e-06,615245.0,4.824114642987255e-21
72,250,325,0.00227049,8.866546191758866e-25,4.263683670767967e-06,234539.0,2.0795506600427135e-19
73,260,325,0.00236321,6.201864497787729e-23,1.0849720410604514e-05,92168.99999999994,5.716151442691581e-18
74,270,325,0.00245578,2.8425971066434832e-21,2.6537930263534085e-05,37682.0,1.0711449907416148e-16
75,280,325,0.00254823,8.978708123234768e-20,6.433103102593629e-05,15544.999999999993,1.3957040607066956e-15
76,290,325,0.00264162,2.109173354693079e-18,0.00015009100427925,6663.0,1.4052630034834613e-14
77,300,325,0.00273704,3.9071428946514016e-17,0.0003404817617487,2938.000000000001,1.1475336812710555e-13
78,50,350,0.00046266,3.0661155996460045e-236,7.274157533534454e-17,inf,
79,60,350,0.00054777,1.8226048588734933e-197,5.038224056176736e-16,inf,
80,70,350,0.00063401,1.2815484410105297e-167,3.0814277552856833e-15,inf,
81,80,350,0.00072126,5.229469584062128e-144,1.7069981087519937e-14,inf,
82,90,350,0.00080945,6.321398284646355e-125,8.70284111181547e-14,inf,
83,100,350,0.00089856,3.1257494279369506e-109,4.128575417076744e-13,inf,
84,110,350,0.00098855,3.831131819212903e-96,1.8370210114975128e-12,inf,
85,120,350,0.00107941,4.244009935259973e-85,7.713495872450903e-12,inf,
86,130,350,0.00117113,1.0954539697366617e-75,3.0712680347307405e-11,inf,
87,140,350,0.00126371,1.3425873473662668e-67,1.1642399863006869e-10,inf,
88,150,350,0.00135713,1.3418743834597915e-60,4.2158649703884345e-10,inf,
89,160,350,0.00145112,1.610676755115695e-54,1.4612324007106547e-09,inf,
90,170,350,0.0015449,2.9978445528874908e-49,4.843100812640533e-09,inf,
91,180,350,0.00163838,1.1722575808021352e-44,1.5372248869871837e-08,inf,
92,190,350,0.00173163,1.2469514009007758e-40,4.684502331629173e-08,inf,
93,200,350,0.00182468,4.416287050843433e-37,1.3740069300141963e-07,inf,
94,210,350,0.00191756,6.132238111274095e-34,3.88758371457872e-07,inf,
95,220,350,0.00201028,3.8102066696404365e-31,1.063093984407777e-06,940650.9999999998,3.5840732103878917e-25
96,230,350,0.00210285,1.1817510592831253e-28,2.814047513892535e-06,355360.9999999999,4.19947088117381e-23
97,240,350,0.00219527,2.003129202263175e-26,7.221994438287495e-06,138465.99999999994,2.773650989875539e-21
98,250,350,0.00228755,2.0036210885171828e-24,1.7989331147650777e-05,55589.000000000015,1.1137829817418392e-19
99,260,350,0.00238009,1.2830475337877963e-22,4.3540579288891236e-05,22968.000000000007,2.946785630192908e-18
100,270,350,0.00247436,5.85152888118893e-21,0.0001027002746934,9737.999999999993,5.697675978626157e-17
101,280,350,0.00257074,1.9780539860473104e-19,0.0002358999851601,4240.000000000002,8.385138238583822e-16
102,290,350,0.00266925,5.062335028653201e-18,0.000523931391312825,1908.9999999999977,9.662209809510384e-15
103,300,350,0.0027699,1.2504849369783495e-10,0.0011078198150145,903.000000000001,1.1287800777981048e-07
104,50,375,0.0004676,1.1651803367018103e-233,1.1102561053951932e-15,inf,
105,60,375,0.00055465,8.722579733867514e-195,6.971988204382213e-15,inf,
106,70,375,0.00064277,5.480065556476285e-165,3.88741132466024e-14,inf,
107,80,375,0.00073187,1.73229859412886e-141,1.9727759750420517e-13,inf,
108,90,375,0.00082191,1.543262207448236e-122,9.255554413569571e-13,inf,
109,100,375,0.00091284,5.472242393003961e-107,4.0574009000651685e-12,inf,
110,110,375,0.00100466,4.845631475369618e-94,1.6747286379940642e-11,inf,
111,120,375,0.00109734,3.91206061695677e-83,6.546598693489256e-11,inf,
112,130,375,0.00119084,7.41482806151162e-74,2.434471292172546e-10,inf,
113,140,375,0.0012844,5.895513514776746e-66,8.618826468653366e-10,inf,
114,150,375,0.00137769,3.4169356797700123e-59,2.9073108913085443e-09,inf,
115,160,375,0.00147074,2.3466040995157923e-53,9.373013412564751e-09,inf,
116,170,375,0.00156361,2.786673832199365e-48,2.8971725309130055e-08,inf,
117,180,375,0.00165632,7.654395591100184e-44,8.609058258810148e-08,inf,
118,190,375,0.00174887,6.117908329870138e-40,2.465138836905244e-07,inf,
119,200,375,0.00184129,1.7166267150410035e-36,6.816182139983878e-07,inf,
120,210,375,0.00193356,1.962404398459618e-33,1.823099435231139e-06,548516.9999999998,1.0764110615890887e-27
121,220,375,0.0020257,1.0363182730531815e-30,4.7243747146651085e-06,211669.00000000006,2.1935564717936264e-25
122,230,375,0.00211777,2.811701851850168e-28,1.1877722017981581e-05,84191.99999999997,2.367206310766961e-23
123,240,375,0.00221093,4.5312678665242e-26,2.906091352317328e-05,34410.999999999985,1.5592310485735249e-21
124,250,375,0.00230616,4.789895488016438e-24,6.942620948821563e-05,14404.0,6.899261133980636e-20
125,260,375,0.00240352,3.441850590284391e-22,0.00016166688290114998,6186.0000000000055,2.1289768989910477e-18
126,270,375,0.00250297,1.7292714845440138e-20,0.00036449639306250004,2743.9999999999973,4.744275985873738e-17
127,280,375,0.0026045,8.148889151150635e-12,0.000784355100658125,1275.0000000000014,1.0389285598210793e-08
128,290,375,0.00270809,4.7753631852842675e-11,0.0015835500281505001,632.0000000000005,3.015606138355875e-08
129,300,375,0.00281385,2.385736757000612e-10,0.00310904843711715,321.9999999999991,7.673527142641674e-08
130,50,400,0.00047535,1.0501954045650134e-229,1.4448997980187902e-14,inf,
131,60,400,0.0005642,3.677739450036632e-191,8.264166705316558e-14,inf,
132,70,400,0.00065412,1.131101683766427e-161,4.2228999595524827e-13,inf,
133,80,400,0.00074502,1.8638865522762963e-138,1.974304518064193e-12,inf,
134,90,400,0.00083685,9.184312206064498e-120,8.572640913064746e-12,inf,
135,100,400,0.00092958,1.9202953679908068e-104,3.4922804681916256e-11,inf,
136,110,400,0.00102283,9.50698363529042e-92,1.3426748848267937e-10,inf,
137,120,400,0.00111587,3.5989199337656936e-81,4.878915088666795e-10,inf,
138,130,400,0.00120869,2.985825964047744e-72,1.6825339253807039e-09,inf,
139,140,400,0.00130135,1.1897775439446096e-64,5.531119477182728e-09,inf,
140,150,400,0.00139386,4.057552109197025e-58,1.7396301919852875e-08,inf,
141,160,400,0.00148623,1.8422101221177757e-52,5.250868169460739e-08,inf,
142,170,400,0.00157847,1.570186701580583e-47,1.5250522136066407e-07,inf,
143,180,400,0.00167059,3.2956381370654566e-43,4.2719829349441733e-07,inf,
144,190,400,0.00176258,2.1124122772043172e-39,1.1565296934589043e-06,864656.0,1.8265093314522656e-33
145,200,400,0.00185446,4.9356076221855785e-36,3.030475146390003e-06,329981.99999999977,1.6286580103008037e-30
146,210,400,0.00194669,5.0106654197406726e-33,7.70529294320638e-06,129781.00000000009,6.502887634088575e-28
147,220,400,0.00204079,2.709924286713904e-30,1.910897435413472e-05,52331.999999999985,1.4181421966938493e-25
148,230,400,0.00213701,8.408692514802751e-28,4.63087173119486e-05,21594.999999999993,1.8157904176355012e-23
149,240,400,0.00223531,1.5687742032408628e-25,0.0001094441659995,9137.999999999996,1.4334013959666246e-21
150,250,400,0.00233566,2.777453102079623e-14,0.000250734955561125,3988.9999999999964,1.1077247270385189e-10
151,260,400,0.00243801,2.9757957919854744e-13,0.0005496838039725751,1820.000000000003,5.413650121177562e-10
152,270,400,0.00254239,2.548300885729048e-12,0.001125369626890875,888.9999999999984,2.2644123538053794e-09
153,280,400,0.00264887,1.7817629431631268e-11,0.0022523485406454,443.99999999999955,7.91068926948833e-09
154,290,400,0.0027576,1.0378274456271869e-10,0.003810743034739575,262.9999999999999,2.723425421672684e-08
155,300,400,0.00286872,5.123790180382003e-10,0.0052685146083315,190.00000000000145,9.725303166625687e-08
156,50,425,0.00048427,2.7470317828372355e-225,1.6013303342409574e-13,inf,
157,60,425,0.00057491,3.197072776270839e-187,8.397957951816627e-13,inf,
158,70,425,0.00066661,3.832518554419671e-158,3.958700718983502e-12,inf,
159,80,425,0.00075923,2.7388605768256793e-135,1.7155130134129755e-11,inf,
160,90,425,0.00085192,4.662887992028691e-117,6.904097092141403e-11,inf,
161,100,425,0.00094443,2.9394899576932607e-102,2.600537058958524e-10,inf,
162,110,425,0.00103682,4.889587638420705e-90,9.240618576876352e-10,inf,
163,120,425,0.0011291,8.289183359349752e-80,3.1162897767801706e-09,inf,
164,130,425,0.00122127,3.777322214802846e-71,1.0021096391036163e-08,inf,
165,140,425,0.00131332,9.455864953427659e-64,3.084491692540929e-08,inf,
166,150,425,0.00140527,2.2418476009105426e-57,9.116386602357139e-08,inf,
167,160,425,0.00149712,7.627258107936655e-52,2.594224236071163e-07,inf,
168,170,425,0.00158886,5.148151481504315e-47,7.124608193254642e-07,inf,
169,180,425,0.00168056,8.987804846253718e-43,1.8920552995607839e-06,528526.0000000002,4.750286552586554e-37
170,190,425,0.00177354,5.5984856230226084e-39,4.8823366091908365e-06,204819.99999999988,1.1466816139804135e-33
171,200,425,0.00186863,1.5076560892883541e-35,1.2303118316221369e-05,81281.0,1.2254259859474368e-30
172,210,425,0.00196582,1.9112412949388415e-32,3.0296336771973714e-05,33008.000000000015,6.308489733672611e-28
173,220,425,0.00206503,1.2242625087054096e-29,7.276641101399187e-05,13743.000000000004,1.6824555335977785e-25
174,230,425,0.00216624,2.756746540640187e-16,0.000168129391623525,5947.999999999996,1.6396577148230503e-12
175,240,425,0.00226936,5.099380384986958e-15,0.000379226888270325,2636.999999999999,1.3446779600058206e-11
176,250,425,0.00237449,7.061283974136949e-14,0.0007957596235938749,1257.0000000000005,8.873639431774884e-11
177,260,425,0.00248169,7.541085000462288e-13,0.00160811218284795,621.9999999999997,4.689402319623688e-10
178,270,425,0.00259109,6.383491846697116e-12,0.0028190349131733752,355.00000000000125,2.264424543614909e-09
179,280,425,0.00270278,4.3827688102788463e-11,0.004050643589154075,246.9999999999999,1.0819931978251713e-08
180,290,425,0.00281685,2.4905054969104587e-10,0.00450877123503975,222.00000000000128,5.523690085572731e-08
181,300,425,0.00293328,1.1907861665312827e-09,0.0038677328630196003,259.0000000000016,3.078770454693753e-07
182,50,450,0.00049321,5.352247349409471e-221,1.5173771031234038e-12,inf,
183,60,450,0.0005852,1.477703339648682e-183,7.333718168750289e-12,inf,
184,70,450,0.0006772,3.049338005975937e-155,3.181544213511868e-11,inf,
185,80,450,0.0007692,3.935527491213852e-133,1.2676248174477948e-10,inf,
186,90,450,0.00086116,1.9195330728412015e-115,4.707390063858309e-10,inf,
187,100,450,0.00095306,5.101704719980068e-101,1.645505506839525e-09,inf,
188,110,450,0.0010449,4.538795094329752e-89,5.452819445571799e-09,inf,
189,120,450,0.00113666,4.815028171229292e-79,1.722096275760383e-08,inf,
190,130,450,0.00122834,1.535869373811755e-70,5.205090446804938e-08,inf,
191,140,450,0.00131993,2.9204851876902214e-63,1.510844755417909e-07,inf,
192,150,450,0.00141144,5.580317765154828e-57,4.223508764508421e-07,inf,
193,160,450,0.00150343,1.7195396018865812e-51,1.141211850794595e-06,876262.0000000002,1.506766338510516e-45
194,170,450,0.0015974,1.3486979728764624e-46,3.000815483827394e-06,333243.0,4.494438195700936e-41
195,180,450,0.00169348,3.23291268058765e-42,7.704363909686449e-06,129796.99999999997,4.196209730595686e-37
196,190,450,0.00179159,2.7044212167927853e-38,1.9315954449473863e-05,51771.0,1.4000971186109055e-33
197,200,450,0.00189165,1.4502002510830275e-20,4.722133820809439e-05,21177.0,3.071069787756339e-16
198,210,450,0.00199366,8.447427933074856e-19,0.00011123174918505001,8991.0,7.594439532746487e-15
199,220,450,0.00209754,3.1897790723245916e-17,0.000256081190325975,3906.000000000001,1.245612404512884e-13
200,230,450,0.00220341,8.229402306400008e-16,0.000551997311161575,1811.9999999999995,1.4908410131713816e-12
201,240,450,0.00231129,1.5126454056852226e-14,0.0011120180955132,900.0000000000013,1.3602704954069403e-11
202,250,450,0.00242134,2.0609446337935369e-13,0.002061800722147275,486.0000000000002,9.995847860830863e-11
203,260,450,0.00253359,2.1469535058370802e-12,0.0030980619681685497,323.00000000000136,6.929988902404923e-10
204,270,450,0.00264844,1.7686308680800434e-11,0.0035451140020329,283.0000000000015,4.988925227978126e-09
205,280,450,0.00276544,1.1690965461387033e-10,0.0032025162109607253,313.00000000000057,3.650556216194719e-08
206,290,450,0.00288459,6.338584840268546e-10,0.0024171575346588,414.00000000000057,2.622330050640777e-07
207,300,450,0.0030056,2.864916851710695e-09,0.0017283838386696,579.0000000000005,1.6575697987988166e-06
208,50,475,0.00049917,3.2719235270684063e-218,1.2183343032560316e-11,inf,
209,60,475,0.0005905,1.0307434558165367e-181,5.3837492619151323e-11,inf,
210,70,475,0.00068196,5.773350949861254e-154,2.1527330068195995e-10,inf,
211,80,475,0.00077346,3.1702740174058566e-132,7.957288695272078e-10,inf,
212,90,475,0.00086496,8.663247715814165e-115,2.755659889401797e-09,inf,
213,100,475,0.00095643,1.5339879729616175e-100,9.021872923144608e-09,inf,
214,110,475,0.00104786,1.0179568179015512e-88,2.810555191414268e-08,inf,
215,120,475,0.00113922,8.689800322731858e-79,8.372272029883363e-08,inf,
216,130,475,0.0012306,2.3963809642779576e-70,2.394378192378883e-07,inf,
217,140,475,0.00132346,5.307486142765212e-63,6.622621096145157e-07,inf,
218,150,475,0.00141844,1.5541731299196866e-56,1.7824816423323088e-06,561016.0,8.719153639563494e-51
219,160,475,0.00151545,7.924998311681442e-51,4.676754990288975e-06,213823.99999999994,1.6945506720230726e-45
220,170,475,0.0016144,8.866908045401259e-46,1.1965749531851171e-05,83572.00000000003,7.410240388033174e-41
221,180,475,0.00171526,3.0695773591514022e-24,2.9832002623677502e-05,33521.999999999985,1.028954508308837e-19
222,190,475,0.00181801,5.403038660680435e-22,7.22665847702644e-05,13838.000000000004,7.47653798481927e-18
223,200,475,0.00192266,5.283137900191545e-20,0.00016885311987825002,5922.999999999996,3.1288364135651757e-16
224,210,475,0.00202922,3.0894801210232022e-18,0.00037441751927310004,2671.0000000000027,8.251430453951957e-15
225,220,475,0.00213777,1.1529118950730255e-16,0.0007639925253520501,1309.0000000000014,1.5090617470920416e-13
226,230,475,0.00224837,2.8983298081143254e-15,0.001485914474798175,672.9999999999991,1.9505360889010736e-12
227,240,475,0.00236117,5.151568040884752e-14,0.0023442660491611498,427.0000000000008,2.1975185123412682e-11
228,250,475,0.00247643,6.758749892276137e-13,0.00288509551875885,347.00000000000125,2.3426433711919904e-10
229,260,475,0.00259418,6.7551340172569e-12,0.002717564932041225,368.0000000000016,2.48573049262266e-09
230,270,475,0.00271411,5.2599699767123014e-11,0.002112079271313225,473.99999999999864,2.490422612519565e-08
231,280,475,0.00283584,3.258647761146696e-10,0.0015465076980949498,646.9999999999984,2.1071008991166542e-07
232,290,475,0.0029593,8.198990885355343e-10,0.001172557898094075,852.9999999999999,6.992397474514757e-07
233,300,475,0.00308418,4.249456451974432e-09,0.0009732310590137251,1028.0000000000005,4.366338715372321e-06
234,50,500,0.00049985,6.746235853372489e-218,8.190573698238579e-11,inf,
235,60,500,0.00059079,1.2977187454577693e-181,3.356895845068863e-10,inf,
236,70,500,0.00068188,5.496619027583958e-154,1.25181663250373e-09,inf,
237,80,500,0.00077302,2.558227172553693e-132,4.334485202128415e-09,inf,
238,90,500,0.00086416,6.314643475918877e-115,1.4114233535984845e-08,inf,
239,100,500,0.00095528,1.0544793866632746e-100,4.3594034349248516e-08,inf,
240,110,500,0.00104706,8.186828043102744e-89,1.2873883354219868e-07,inf,
241,120,500,0.00114092,1.2842166586461564e-78,3.674019941114956e-07,inf,
242,130,500,0.00123682,8.081925789856217e-70,1.0176182251918927e-06,982686.9999999995,7.942001813432739e-64
243,140,500,0.00133466,3.454819740688253e-62,2.739128109349225e-06,365079.99999999977,1.2612844681839528e-56
244,150,500,0.00143436,2.3709636071913187e-32,7.133129617679655e-06,140190.99999999994,3.323875681881374e-27
245,160,500,0.00153601,5.0634517131316e-29,1.828888091431397e-05,54679.0,2.7685957040535157e-24
246,170,500,0.00163949,4.1127030538119926e-26,4.5296173288169195e-05,22076.999999999985,9.079581684853233e-22
247,180,500,0.00174482,1.4646097596308033e-23,0.00010841769026452501,9223.999999999996,1.3508955559349646e-19
248,190,500,0.00185205,2.572999196140503e-21,0.00024757916295809997,4039.999999999999,1.0392632261124313e-17
249,200,500,0.00196122,2.4563392649916574e-19,0.0005250821569803,1905.0000000000027,4.678009397839459e-16
250,210,500,0.00207233,1.379308424727184e-17,0.0010480163952468749,954.9999999999989,1.3161134033616607e-14
251,220,500,0.00218567,4.913008232306861e-16,0.00175051741457355,571.999999999999,2.8066034598711707e-13
252,230,500,0.00230149,1.178844832821001e-14,0.0022997368833768753,435.0000000000009,5.125998723340973e-12
253,240,500,0.00241982,1.9923535881976066e-13,0.002303364769165275,435.0000000000009,8.64975280888586e-11
254,250,500,0.00254038,2.4508448867609744e-12,0.001869945805608975,534.9999999999987,1.310650222808367e-09
255,260,500,0.00266278,2.2592006416227973e-11,0.00140446709913855,712.999999999999,1.6085821042077174e-08
256,270,500,0.0027868,5.6402974407422154e-11,0.00108979841101845,917.9999999999984,5.1755419935611617e-08
257,280,500,0.00291243,4.1631260946228967e-10,0.00091079083947165,1097.9999999999995,4.570891487048691e-07
258,290,500,0.00303974,2.4271029979028367e-09,0.000815825054718075,1225.999999999999,2.9750287563080197e-06
259,300,500,0.00316871,1.1480041016947393e-08,0.0007685808684099,1300.9999999999986,1.4936672884791156e-05
260,50,525,0.00049824,1.2128656035350456e-218,4.816930281072503e-10,inf,
261,60,525,0.00058881,2.6821547742066507e-182,1.8467194719933836e-09,inf,
262,70,525,0.00067953,1.2924896920664879e-154,6.468635031284149e-09,inf,
263,80,525,0.00077044,7.23949479817945e-133,2.1119537636581128e-08,inf,
264,90,525,0.00086305,4.0681800783351165e-115,6.545488260426054e-08,inf,
265,100,525,0.00095775,2.3561411614989096e-100,1.947771102616256e-07,inf,
266,110,525,0.0010544,5.968275430732355e-88,5.590833258965789e-07,inf,
267,120,525,0.00115295,1.9701714473351153e-77,1.5526634613354817e-06,644055.0000000002,1.268897926947109e-71
268,130,525,0.00125336,8.844899145304374e-40,4.180764419874241e-06,239191.0,2.115617685430463e-34
269,140,525,0.00135563,2.57054928101293e-35,1.0930369405591022e-05,91489.00000000003,2.351749685329081e-30
270,150,525,0.00145973,1.798454417099306e-31,2.7738167666583604e-05,36051.99999999997,6.483681397837675e-27
271,160,525,0.00156567,3.835878533270174e-28,6.810095487729505e-05,14685.000000000004,5.632635460371586e-24
272,170,525,0.00167347,3.0117526062608856e-25,0.0001602205977279,6242.000000000002,1.8797536951994744e-21
273,180,525,0.00178313,1.0122226642917251e-22,0.000353373383578275,2830.0000000000027,2.8644564399330593e-19
274,190,525,0.00189473,1.652783868416831e-20,0.000710130696662925,1408.9999999999995,2.327436169403266e-17
275,200,525,0.00200857,1.4653544216157144e-18,0.00128951317725885,776.0,1.1363625028870622e-15
276,210,525,0.00212485,7.683930133544109e-17,0.00182199004248405,549.0000000000014,4.217328280822026e-14
277,220,525,0.00224364,2.5468383844645446e-15,0.001959700191764625,510.999999999999,1.2996061311660266e-12
278,230,525,0.00236479,5.6152315179245106e-14,0.00166461852207465,600.9999999999993,3.37328429514657e-11
279,240,525,0.00248769,1.3147125377890774e-13,0.00129415811628975,773.0000000000005,1.0158824653963112e-10
280,250,525,0.0026123,2.1128189661920876e-12,0.00101980102800495,980.9999999999997,2.071795289641375e-09
281,260,525,0.00273853,2.4223514970486204e-11,0.00086256432546675,1159.9999999999986,2.808314030072876e-08
282,270,525,0.00286642,2.0671275781329278e-10,0.0007817542925828249,1279.9999999999982,2.6442164728042357e-07
283,280,525,0.00299597,1.3606726425065103e-09,0.0007449401231169,1342.999999999999,1.8265530346430089e-06
284,290,525,0.00312779,7.176656715495538e-09,0.0007194660059452499,1390.0000000000005,9.974976796946357e-06
285,300,525,0.00326251,1.718610835435236e-05,0.00069070740174345,1183.0,0.024881893998778676
286,50,550,0.00049664,2.1830947858805553e-219,2.5604971922009486e-09,inf,
287,60,550,0.0005877,1.1037091547549005e-182,9.259471013126585e-09,inf,
288,70,550,0.00068097,3.1413806641600536e-154,3.102819557083105e-08,inf,
289,80,550,0.00077627,1.2408551974811323e-131,9.807134595382237e-08,inf,
290,90,550,0.00087351,2.457367150056806e-113,2.953988166337234e-07,inf,
291,100,550,0.00097263,3.703707090845717e-57,8.537426837691196e-07,inf,
292,110,550,0.00107361,7.886045106570566e-50,2.378056442431694e-06,420512.0,3.3161723859281696e-44
293,120,550,0.00117642,1.092343948659e-43,6.404666785706646e-06,156137.00000000006,1.7055437623964986e-38
294,130,550,0.00128106,1.7047785365607167e-38,1.670298620152383e-05,59869.999999999985,1.0206429652711968e-33
295,140,550,0.00138753,4.530624148779604e-34,4.213056741801808e-05,23736.000000000007,1.0753769594002623e-29
296,150,550,0.00149583,2.8145843687738518e-30,0.0001021396256427,9791.0,2.755624324118533e-26
297,160,550,0.00160592,5.220261207922716e-27,0.000233917341692325,4275.999999999996,2.2316691743141486e-23
298,170,550,0.001718,3.557595071747902e-24,0.00048796051879589997,2050.000000000002,7.290743686654583e-21
299,180,550,0.00183229,1.0488902668273943e-21,0.000938282491933725,1066.0,1.1178832343612377e-18
300,190,550,0.00194895,1.5188254615977484e-19,0.00143185627133145,698.9999999999998,1.060738771067733e-16
301,200,550,0.00206809,1.1948015769455987e-17,0.0016675502949903749,600.0000000000006,7.165010737817028e-15
302,210,550,0.00218976,5.538895330596613e-16,0.0014976274483200751,667.9999999999987,3.6984467243904523e-13
303,220,550,0.00231307,1.2769925588614023e-15,0.00120759381695055,829.0000000000002,1.0574686131518128e-12
304,230,550,0.00243824,3.891056288542433e-14,0.000966305917739175,1034.9999999999986,4.0267333740914805e-11
305,240,550,0.00256503,7.718152275868756e-13,0.00082592687204955,1211.0000000000014,9.344837342216562e-10
306,250,550,0.00269345,1.05455957793444e-11,0.0007562703036233251,1323.000000000001,1.3944215089261041e-08
