,dT,Tf,strainrange,df4,dc20,lte_cycles,ratio_dmgs
307,260,550,0.00282374,1.04518195205253e-10,0.000725184136805475,1379.000000000001,1.4412642238103616e-07
308,270,550,0.00295673,5.578144205152342e-06,0.0006915535270463999,1349.0000000000014,0.008066106218814897
309,280,550,0.00309268,9.628039612359386e-06,0.0006688782088137,1324.0,0.014394308987035705
310,290,550,0.00323171,1.5588723098535893e-05,0.00065004348010395,1265.999999999999,0.023981046769430046
311,300,550,0.00337349,2.382970942224975e-05,0.000655852772084625,1150.0000000000014,0.03633393108411683
312,50,575,0.00050097,2.213404861662114e-217,1.2860671426706313e-08,inf,
313,60,575,0.00059651,1.1710569743941937e-179,4.509011968309946e-08,inf,
314,70,575,0.00069407,8.690736584712448e-151,1.4635420077806702e-07,inf,
315,80,575,0.00079357,1.1042569837497133e-74,4.4768236984719787e-07,inf,
316,90,575,0.00089495,6.404175629857295e-64,1.3048638935702628e-06,766363.9999999995,4.907926153381951e-58
317,100,575,0.00099818,3.665907277933635e-55,3.6479258310365317e-06,274129.0,1.004929224915736e-49
318,110,575,0.00110325,6.15174048904318e-48,9.827158702874607e-06,101759.00000000003,6.259938070648736e-43
319,120,575,0.00121013,6.53908926835769e-42,2.554538618611954e-05,39146.99999999997,2.559792684563446e-37
320,130,575,0.00131882,7.760023963513272e-37,6.388365113819787e-05,15653.999999999996,1.214712031209082e-32
321,140,575,0.00142934,1.5727591226633686e-32,0.00015184653224085,6585.999999999996,1.0357557064054324e-28
322,150,575,0.00154187,7.60797213041552e-29,0.0003335332820463,2998.999999999998,2.2810233760597856e-25
323,160,575,0.00165657,1.13232202448808e-25,0.000659799130841475,1515.999999999999,1.7161617400798526e-22
324,170,575,0.00177353,6.294950978956731e-23,0.001103395343497275,906.999999999999,5.705072996777856e-20
325,180,575,0.00189288,1.528036754224811e-20,0.001412286992359725,709.0000000000007,1.0819590936482996e-17
326,190,575,0.00201473,3.27625887265177e-20,0.00137540990093325,728.0000000000001,2.382023621051983e-17
327,200,575,0.00213865,4.259352216554042e-18,0.00114045170064885,877.0000000000002,3.734794041808804e-15
328,210,575,0.00226433,2.9238133514583434e-16,0.000927335541449625,1079.0,3.152918464537436e-13
329,220,575,0.00239164,1.1562549805213538e-14,0.0007997272564813499,1251.0000000000014,1.4458116453460135e-11
330,230,575,0.00252061,2.8471245236820043e-13,0.00073855357877805,1353.9999999999986,3.85500064652401e-10
331,240,575,0.0026519,4.716072763866698e-12,0.000698730193172775,1432.000000000001,6.74949044702374e-09
332,250,575,0.0027861,2.479117771819202e-06,0.000668383502252775,1448.000000000001,0.0037091247217553667
333,260,575,0.00292324,4.81404479289755e-06,0.00065240835677325,1438.0,0.007378882785480187
334,270,575,0.00306331,8.614531349931911e-06,0.000647491388912925,1379.999999999999,0.013304472456992626
