,dT,Tf,strainrange,df4,dc20,lte_cycles,ratio_dmgs
298,170,550,0.00187333,8.847917916087008e-07,0.0008170783602086999,1212.9999999999986,0.0010828726284988202
299,180,550,0.00198945,1.409263415476448e-06,0.000827596582013925,1191.0,0.001702838612560553
300,190,550,0.00210688,2.177588637242261e-06,0.00083478877151475,1171.0000000000014,0.0026085504639586365
301,200,550,0.00222535,3.2693634450003755e-06,0.00082735518313995,1167.9999999999986,0.0039515839286732935
302,210,550,0.00234446,4.774901186687069e-06,0.0008412007320593251,1131.0000000000014,0.005676292238830722
303,220,550,0.00245102,6.548770805414154e-06,0.00226866892366755,430.00000000000057,0.0028866137042276546
304,230,550,0.00258995,9.599251302785043e-06,0.004525131011045175,217.00000000000088,0.00212132008539746
305,240,550,0.00273633,1.3903053233063295e-05,0.006734147333503426,145.99999999999991,0.002064560299103266
306,250,550,0.00288698,1.9732119844702904e-05,0.0092127681050835,106.99999999999872,0.00214182313281227
307,260,550,0.00306071,2.853787613738643e-05,0.01188809767817595,82.99999999999883,0.0024005418621160872
308,270,550,,,,0.0,
309,280,550,,,,0.0,
310,290,550,,,,0.0,
311,300,550,,,,0.0,
312,50,575,0.00055648,5.04620252530233e-08,2.369448918926334e-06,354156.99999999977,0.021296945821431382
313,60,575,0.00066281,1.4769199913831374e-08,9.025545446054528e-06,109189.00000000003,0.0016363775466099566
314,70,575,0.00077029,8.365252873599542e-09,2.9655917023884156e-05,33635.0,0.0002820770258718478
315,80,575,0.00087882,6.970363580420212e-09,8.663181628755e-05,11535.0,8.045962648738711e-05
316,90,575,0.00098837,7.335269587074155e-09,0.000226356889373025,4417.0,3.240577129060115e-05
317,100,575,0.00109907,8.91649765345655e-09,0.00050000468257605,1999.999999999997,1.7832828299763703e-05
318,110,575,0.00121141,1.1870745141406144e-08,0.0008615292978538501,1161.000000000001,1.3778690023632717e-05
319,120,575,0.00132541,1.672832392004917e-08,0.000914257071776325,1094.0000000000014,1.8297177496858114e-05
320,130,575,0.00143979,1.0618931301473335e-07,0.000833410387461375,1198.9999999999995,0.0001274153941591648
321,140,575,0.00155443,1.9893854251208953e-07,0.000803716581873675,1241.999999999999,0.0002475232525977147
322,150,575,0.00166992,3.554783916286195e-07,0.0007970956820784749,1249.999999999999,0.0004459670270721932
323,160,575,0.00178662,6.094891578604747e-07,0.000800229923594475,1241.999999999999,0.0007616425478352144
324,170,575,0.00190431,1.0054315926135644e-06,0.0008102763985117499,1220.9999999999986,0.0012408501524421294
325,180,575,0.00202305,1.6016994590435734e-06,0.0008144794385057999,1206.9999999999995,0.0019665314841857333
326,190,575,0.00214256,2.4692207141945118e-06,0.000817713574050225,1191.0,0.003019664577615107
327,200,575,0.00226279,3.6940886917334506e-06,0.000824238015441825,1166.9999999999995,0.004481822753289618
328,210,575,0.00236594,5.097392987032395e-06,0.00240339818746785,409.0000000000002,0.002120910722830685
329,220,575,0.00250065,7.534950794221045e-06,0.00490939799565825,201.000000000001,0.0015348013750127348
330,230,575,0.00264563,1.1093025823940783e-05,0.0079252732547352,124.99999999999952,0.0013997026307342665
331,240,575,,,,0.0,
332,250,575,,,,0.0,
333,260,575,,,,0.0,
334,270,575,,,,0.0,
335,280,575,,,,0.0,
336,290,575,,,,0.0,
337,300,575,,,,0.0,
