,drat,dT,Tf,LTE
84,0.330012772417311,180,350,183.56438356164367
85,,100,362,inf
86,,105,362,inf
87,,110,362,inf
88,,115,362,inf
89,0.8033259276165804,120,362,2614.104109589039
90,0.732477586848841,125,362,1972.210958904109
91,0.6607515651189687,130,362,1499.7013698630144
92,0.5906489625931498,135,362,1147.783561643836
93,0.5238482073159336,140,362,882.9506849315071
94,0.4608978177722445,145,362,681.484931506849
95,0.40286937851133486,150,362,527.2547945205476
96,0.3458088224336981,155,362,405.7726027397257
97,0.3035304258700389,160,362,317.13972602739716
98,0.26190289066911077,165,362,246.18904109589025
99,0.2255373092020777,170,362,191.26027397260282
100,0.19409139552520396,175,362,148.76438356164388
101,0.1670907860447295,180,362,115.9013698630137
102,,100,375,inf
103,,105,375,inf
104,,110,375,inf
105,0.3700656648091778,115,375,2354.131506849316
106,0.3451931657976005,120,375,1740.6328767123289
107,0.3182573343402758,125,375,1296.8931506849308
108,0.29005277552967135,130,375,971.7178082191781
109,0.26162546101978956,135,375,731.2383561643836
110,0.23422296660305317,140,375,552.6849315068494
111,0.20823503028126633,145,375,419.08493150684916
112,0.1840210686842965,150,375,318.6082191780821
113,0.16190775546893213,155,375,242.86849315068494
114,0.14203678897411523,160,375,185.6767123287672
115,0.12442075485787644,165,375,142.43835616438352
116,0.10895671045684438,170,375,109.69589041095891
117,0.09559072740048112,175,375,84.93150684931501
118,0.08426227413450878,180,375,66.25753424657536
119,,100,387,inf
120,0.18585694512707737,105,387,2673.709589041096
121,0.18049104421663806,110,387,1940.5671232876712
122,0.17246558842750498,115,387,1418.9342465753425
123,0.16228498384206774,120,387,1043.4000000000003
124,0.1508056132631449,125,387,771.5315068493151
125,0.13871563299861944,130,387,573.5561643835618
126,0.12639257515676328,135,387,428.1835616438356
127,0.11427845235077591,140,387,320.9643835616437
128,0.10272333462612696,145,387,241.63561643835624
129,0.09195725724234438,150,387,182.76712328767115
130,0.08209488368658406,155,387,138.9342465753425
131,0.0731913597721477,160,387,106.19452054794525
132,0.06538055890956533,165,387,81.8027397260274
133,0.0586813629733957,170,387,63.632876712328766
134,0.053056295145963495,175,387,50.09041095890407
135,0.048501991537240594,180,387,40.02465753424656
136,0.08187760229020184,100,400,1893.2630136986295
137,0.08177223732159676,105,400,1372.2219178082182
138,0.08010494935482544,110,400,999.6438356164381
139,0.078565636458515,115,400,742.6109589041099
140,0.07344939929324003,120,400,539.2904109589041
141,0.06897868376136339,125,400,398.89589041095877
142,0.06415676872612523,130,400,296.5890410958904
143,0.05921689399578249,135,400,221.73424657534238
144,0.054338545352896075,140,400,166.73698630136983
145,0.04903404181710914,145,400,124.77534246575338
146,0.04530114171643306,150,400,96.1972602739726
147,0.04141155640946492,155,400,74.08493150684933
148,0.03802927355429904,160,400,57.734246575342446
149,0.03465667215572536,165,400,44.994520547945186
150,0.032982172790098394,170,400,36.73424657534245
151,0.03251777908226381,175,400,31.183561643835606
152,0.03172485216052379,180,400,26.38082191780822
153,0.0388708787232189,100,412,951.7917808219181
154,0.039180056117359745,105,412,696.0301369863009
155,0.038753216916048605,110,412,511.03013698630156
156,0.037732013707156425,115,412,376.92876712328786
157,0.03626439449840972,120,412,279.45205479452045
158,0.03449653502616067,125,412,208.4000000000001
159,0.032546129045620896,130,412,156.38630136986302
160,0.030517686919417242,135,412,118.15616438356156
161,0.028547810530100335,140,412,90.0931506849315
162,0.026737432021242864,145,412,69.48493150684934
163,0.025127587360349517,150,412,54.27123287671235
164,0.02380214489861707,155,412,43.07945205479452
165,0.023511785371489007,160,412,35.86027397260275
166,0.02231656372609599,165,412,28.975342465753403
167,0.022293324936434034,170,412,24.742465753424668
168,0.022872405797778786,175,412,21.81095890410959
169,0.02495284754949496,180,412,20.498630136986286
170,0.017829486194449125,100,425,441.62191780821934
171,0.018165025562195302,105,425,326.64383561643814
172,0.018196253384348722,110,425,242.81643835616438
173,0.017974368603532707,115,425,181.51780821917794
174,0.01755418659763872,120,425,136.5369863013699
175,0.017011745122024455,125,425,103.5232876712328
176,0.016432941489847384,130,425,79.34246575342459
177,0.015865901653452856,135,425,61.54520547945207
178,0.015369647699097917,140,425,48.443835616438314
179,0.015020489363157807,145,425,38.86027397260276
180,0.015265373719770268,150,425,32.67397260273972
181,0.015022822184178724,155,425,26.887671232876723
182,0.015522163335632787,160,425,23.372602739726037
183,0.01648153740332501,165,425,21.019178082191765
184,0.01801965360047514,170,425,19.575342465753415
185,0.02026842078827394,175,425,18.849315068493155
186,0.021954746901215582,180,425,17.490410958904103
187,0.008950410184400267,100,437,218.92054794520556
188,0.009246063907143012,105,437,164.3232876712328
189,0.00940436418181503,110,437,124.08219178082196
190,0.009468686074730436,115,437,94.54246575342462
191,0.009476403790123872,120,437,72.83013698630137
192,0.009456030193952837,125,437,56.80000000000002
193,0.009459429686776141,130,437,45.02465753424657
194,0.009441169812408072,135,437,36.065753424657515
195,0.009751829967913172,140,437,30.202739726027378
196,0.010150557409600785,145,437,25.75890410958905
197,0.010812546953518675,150,437,22.684931506849296
198,0.011828846044414924,155,437,20.687671232876696
199,0.013634378741281412,160,437,19.997260273972614
200,0.015354382114861483,165,437,19.04931506849314
201,0.01853448857582287,170,437,19.512328767123304
202,0.030595760777819135,175,437,26.9917808219178
203,0.007758138214875007,180,437,6.186301369863013
204,0.004430377743571075,100,450,105.69315068493147
205,0.004686007022470738,105,450,81.28219178082198
206,0.004906401313477749,110,450,63.19178082191781
207,0.005112552086510516,115,450,49.816438356164404
208,0.005431436946291268,120,450,40.687671232876696
209,0.005612761267435071,125,450,32.86027397260275
210,0.005979043181019688,130,450,27.70958904109589
211,0.006487148654240517,135,450,24.09315068493151
212,0.007201218789238821,140,450,21.671232876712338
213,0.00819903407988789,145,450,20.19178082191781
214,0.009571111365710188,150,450,19.457534246575353
215,0.011409368367947589,155,450,19.301369863013704
216,0.013790728868252106,160,450,19.547945205479436
217,0.016764554370785122,165,450,20.04109589041095
218,0.03426660212478813,170,450,33.6986301369863
219,0.006715339145184416,175,450,6.016438356164379
220,0.004831675617479309,180,450,3.745205479452052
221,0.002469190361299929,100,462,57.29041095890411
222,0.002703340603440963,105,462,45.605479452054816
223,0.002956614488036949,110,462,37.03013698630136
224,0.0032484068690416448,115,462,30.76986301369861
225,0.003608676919790168,120,462,26.284931506849315
226,0.004076587437191667,125,462,23.178082191780803
227,0.004785722868302173,130,462,21.51506849315069
228,0.005551708321222794,135,462,20.002739726027396
229,0.0066945487066711355,140,462,19.526027397260254
230,0.008130873158567248,145,462,19.394520547945206
231,0.010146550648396226,150,462,19.947945205479446
232,0.012552529530621062,155,462,20.51232876712327
233,0.015401660839449292,160,462,21.073972602739715
234,0.018441988441931442,165,462,21.290410958904104
235,0.005463529771794247,170,462,5.572602739726031
236,0.004390578648293187,175,462,3.8273972602739765
237,0.003471764005536615,180,462,2.5972602739726054
238,0.0014737158848629982,100,475,33.01917808219177
239,0.0017165224169392256,105,475,27.956164383561635
240,0.0020166599330241303,110,475,24.37808219178083
241,0.002403922972337876,115,475,21.97534246575344
242,0.002917897359987176,120,475,20.509589041095897
243,0.003608029120414465,125,475,19.789041095890425
244,0.004530543911174526,130,475,19.649315068493134
245,0.005697472804037675,135,475,19.783561643835597
246,0.007284557588828825,140,475,20.454794520547946
247,0.009332954095154071,145,475,21.391780821917802
248,0.011405756478146064,150,475,21.56986301369864
249,0.013922192308388844,155,475,21.893150684931506
250,0.016659363368368485,160,475,21.96164383561645
251,0.006332111566556588,165,475,7.243835616438346
252,0.0036880868083935623,170,475,3.627397260273973
253,0.0028060556077349036,175,475,2.361643835616435
254,0.0052061434885108514,180,475,1.8219178082191756
255,0.0010818108091519064,100,487,23.37808219178083
256,0.0013621355106033218,105,487,21.400000000000006
257,0.0017373716593658503,110,487,20.26027397260275
258,0.002245085112864494,115,487,19.794520547945215
259,0.0029645833434515686,120,487,20.076712328767123
260,0.0038280367066042776,125,487,20.235616438356143
261,0.0049794443006189425,130,487,20.81095890410958
262,0.006397209179324549,135,487,21.39452054794522
263,0.008072772164816744,140,487,21.84383561643835
264,0.00997749810728089,145,487,22.073972602739723
265,0.012073673389836727,150,487,22.049315068493165
266,0.014325115384539525,155,487,21.7890410958904
267,0.006359246494021053,160,487,8.400000000000002
268,0.00729056155735685,165,487,3.7698630136986337
269,0.005841334970749251,170,487,2.5917808219178093
270,0.005017865286609767,175,487,1.9095890410958873
271,0.0043595863554243795,180,487,1.4273972602739717
272,0.0009731651637977516,100,500,20.156164383561638
273,0.0013213787662466757,105,500,19.901369863013702
274,0.0018112990582603706,110,500,20.238356164383557
275,0.002454690695717408,115,500,20.734246575342446
276,0.003282028637533215,120,500,21.306849315068508
277,0.0043036460580832955,125,500,21.800000000000015
278,0.005517900272311895,130,500,22.1095890410959
279,0.007011619731723932,135,500,22.4904109589041
280,0.008459352150404269,140,500,22.010958904109575
281,0.01017545650760217,145,500,21.68493150684933
282,0.012074644773098279,150,500,21.282191780821908
283,0.011777731665272495,155,500,8.035616438356167
284,0.006381564999157753,160,500,3.745205479452052
285,0.0052009570658678225,165,500,2.599999999999999
286,0.004524046139676641,170,500,1.9260273972602693
287,0.004187047818661582,175,500,1.5205479452054804
288,0.0038638510952771223,180,500,1.208219178082192
