,dT,Tf,strainrange,df4,dc20,lte_cycles,ratio_dmgs
45,240,300,0.00226149,3.771351376717029e-16,2.3132557892301304e-06,432292.0000000001,1.630321814939525e-10
46,250,300,0.00236026,3.658629309930631e-15,4.015448018461233e-06,249038.99999999988,9.111385063658875e-10
47,260,300,0.00245941,2.876771688372646e-14,6.8560748295879454e-06,145857.00000000006,4.195945580928763e-09
48,270,300,0.00256316,2.0238649476632914e-13,1.621589308233832e-05,61667.999999999985,1.2480749209351913e-08
49,280,300,0.00267442,1.3330548249066316e-12,3.646991924802097e-05,27420.0,3.6552173747381395e-08
50,290,300,0.00278823,7.543952410135422e-12,7.6067087828325e-05,13146.999999999993,9.917498652191455e-08
51,300,300,0.00290444,3.7032459502611475e-11,0.000150294780286575,6653.999999999993,2.4639883987986623e-07
52,50,325,0.00048262,7.032643883177917e-126,1.7453785925871314e-16,inf,
53,60,325,0.00057228,1.180608488997951e-106,4.35948754548705e-15,inf,
54,70,325,0.00066283,8.035510325253257e-92,7.294603627498068e-14,inf,
55,80,325,0.00075418,4.809082864353518e-80,8.937522175196782e-13,inf,
56,90,325,0.00084615,1.7055688287419075e-70,8.51680039648623e-12,inf,
57,100,325,0.00093869,1.3048292761741955e-62,6.59736860242795e-11,inf,
58,110,325,0.00103179,4.471238425630686e-52,4.296398800332378e-10,inf,
59,120,325,0.00112543,8.14690237862702e-47,2.4135081131944507e-09,inf,
60,130,325,0.00121961,2.595655016379336e-42,9.357518576330229e-09,inf,
61,140,325,0.00131433,2.0112276479414425e-38,1.9045823162890226e-08,inf,
62,150,325,0.00140958,4.871264340670454e-35,3.813094056657594e-08,inf,
63,160,325,0.00150535,4.4830847759536076e-32,7.511434308485986e-08,inf,
64,170,325,0.00160165,1.8312834206300619e-29,1.4561340397645056e-07,inf,
65,180,325,0.00169846,3.753278703267977e-27,2.7784054682547726e-07,inf,
66,190,325,0.00179568,4.247885008936209e-25,5.219791613658476e-07,inf,
67,200,325,0.00189327,2.8818779902663135e-23,9.659104745980786e-07,inf,
68,210,325,0.00199124,1.2567951319248876e-21,1.7604777027428315e-06,568028.0000000002,7.138943764904239e-16
69,220,325,0.00208958,3.924824416691195e-18,3.162246821366075e-06,316230.99999999977,1.2411505611050596e-12
70,230,325,0.00218831,5.982269490810458e-17,5.432266465246077e-06,184085.99999999988,1.1012474312670645e-11
71,240,325,0.00228742,7.004897357621118e-16,9.212194872642663e-06,108552.00000000003,7.603939619670305e-11
72,250,325,0.00238692,6.501206528641227e-15,1.5413376726736066e-05,64878.99999999997,4.2178989353865754e-10
73,260,325,0.00248682,4.911586346632603e-14,2.4993085642364026e-05,40011.99999999997,1.965178056409056e-09
74,270,325,0.00259288,3.41584142532403e-13,6.131913366715907e-05,16308.999999999993,5.570596355560492e-09
75,280,325,0.00270521,2.1701469667794616e-12,0.000131302506729975,7616.0,1.6527841096304364e-08
76,290,325,0.00281997,1.184933076760998e-11,0.000262744460806575,3806.0,4.5098308566562395e-08
77,300,325,0.00293723,5.6322704761624736e-11,0.000497530083318,2009.999999999998,1.13204621489442e-07
78,50,350,0.00048946,3.3108444296347546e-124,3.192746807017692e-15,inf,
79,60,350,0.00058043,3.703384821789537e-105,6.596109398389555e-14,inf,
80,70,350,0.00067213,1.7044489161726504e-90,9.326343467229173e-13,inf,
81,80,350,0.0007645,1.3455851063508661e-73,9.824966212089412e-12,inf,
82,90,350,0.00085748,1.0194185834349276e-64,8.176963096539655e-11,inf,
83,100,350,0.00095104,2.1374543455568623e-57,5.607639660300041e-10,inf,
84,110,350,0.00104517,2.86461485885043e-51,3.2696811480061355e-09,inf,
85,120,350,0.00113986,4.4444658677458804e-46,1.6603193434910587e-08,inf,
86,130,350,0.00123508,1.2295392783131756e-41,5.645096575179518e-08,inf,
87,140,350,0.00133084,8.413814481697915e-38,1.0955676619717301e-07,inf,
88,150,350,0.00142714,1.8265037547926444e-34,2.0952227070532342e-07,inf,
89,160,350,0.00152391,1.5191880282726255e-31,3.949700816410267e-07,inf,
90,170,350,0.00162106,5.619809075756229e-29,7.339577793442997e-07,inf,
91,180,350,0.00171859,1.0477407951883951e-26,1.3442720701370799e-06,743897.9999999995,7.794112653709703e-21
92,190,350,0.00181651,3.539381731701797e-22,2.4038688799304266e-06,415997.0000000001,1.4723688805373756e-16
93,200,350,0.0019148,1.4249078783503346e-20,4.24187359548308e-06,235745.00000000012,3.3591474292577567e-15
94,210,350,0.00201349,3.894681060616841e-19,7.224684526411719e-06,138414.99999999994,5.390797406279567e-14
95,220,350,0.00211256,7.596523923181599e-18,1.2148275191368158e-05,82316.99999999997,6.253170761705528e-13
96,230,350,0.00221204,1.1040105941295155e-16,2.0148787466448363e-05,49630.99999999997,5.479290483201072e-12
97,240,350,0.00231191,1.2382514195645374e-15,3.2885251350945456e-05,30408.999999999993,3.765370093572167e-11
98,250,350,0.0024122,1.1056143158231163e-14,5.262083273676916e-05,19003.999999999993,2.101096197686284e-10
99,260,350,0.00251292,8.06613764651513e-14,8.3152783999875e-05,12026.999999999996,9.700381945753321e-10
100,270,350,0.00262092,5.521720262575697e-13,0.00021298296927067502,4695.999999999998,2.5925642230850265e-09
101,280,350,0.00273422,3.3912491237835283e-12,0.000435445081259925,2296.999999999998,7.788006501235985e-09
102,290,350,0.00284999,1.794587307616675e-11,0.00083238237351135,1201.999999999999,2.1559650525110558e-08
103,300,350,0.00296845,2.257552803103782e-07,0.0014990839839539999,667.0,0.00015059548546101045
104,50,375,0.0004959,1.1475337921963147e-122,4.6820872395811935e-14,inf,
105,60,375,0.00058788,3.7753946359958717e-97,8.099449488436696e-13,inf,
106,70,375,0.00068061,1.9019624141999768e-83,9.814422625641145e-12,inf,
107,80,375,0.00077402,1.3369632181135768e-72,9.021895608931514e-11,inf,
108,90,375,0.00086804,8.076530759370873e-64,6.647037294139501e-10,inf,
109,100,375,0.00096265,1.400489249326378e-56,4.083419979640692e-09,inf,
110,110,375,0.00105783,1.593881260286317e-50,2.154094613781081e-08,inf,
111,120,375,0.00115357,2.1446749334559252e-45,9.980211639774667e-08,inf,
112,130,375,0.00124983,5.229479306230792e-41,3.0356638681537433e-07,inf,
113,140,375,0.00134653,3.1731520068597395e-37,5.643164090528212e-07,inf,
114,150,375,0.0014436,6.119336151753174e-34,1.0354286846935107e-06,965783.9999999995,5.909954246211087e-28
115,160,375,0.00154107,4.56951414409429e-31,1.8745792701050793e-06,533453.9999999995,2.437621186239911e-25
116,170,375,0.00163893,1.2970586724675493e-25,3.3311449658981973e-06,300197.9999999999,3.893732292487653e-20
117,180,375,0.00173718,1.2813527108870574e-23,5.688051263729261e-06,175808.00000000006,2.2527094983440134e-18
118,190,375,0.00183583,7.574797898027619e-22,9.597527204712708e-06,104193.99999999997,7.892447436156408e-17
119,200,375,0.00193487,2.879375092205552e-20,1.5989004964762836e-05,62543.0,1.8008469561121695e-15
120,210,375,0.00203432,7.475781309477208e-19,2.6256306847351843e-05,38087.0,2.847232610793166e-14
121,220,375,0.00213418,1.3929800734900275e-17,4.236144047775627e-05,23607.0,3.2883208355992353e-13
122,230,375,0.00223447,1.9427639208152315e-16,6.675700987662717e-05,14979.999999999996,2.9102021261971293e-12
123,240,375,0.0023352,2.1006980841086203e-15,0.000100078027171125,9993.0,2.0990602467778503e-11
124,250,375,0.00243632,1.8123128856448003e-14,0.000146085029860425,6846.0000000000055,1.2405876819660103e-10
125,260,375,0.00253806,1.285378184294171e-13,0.00026578041653489996,3763.0,4.83624113865209e-10
126,270,375,0.00264744,8.595162533002141e-13,0.000672981998315475,1485.9999999999995,1.2771756977922864e-09
127,280,375,0.0027621,4.322960898579927e-08,0.001306113871441425,765.9999999999993,3.309788673945492e-05
128,290,375,0.00288075,1.1686790690518435e-07,0.0023033107455117004,433.99999999999875,5.073909681223718e-05
129,300,375,0.0030043,2.9048587535223724e-07,0.003705598959801,270.00000000000114,7.839107213259717e-05
130,50,400,0.00050158,1.0301331125654463e-113,5.588847138676407e-13,inf,
131,60,400,0.00059462,4.974017832515096e-96,8.244808922495367e-12,inf,
132,70,400,0.0006884,1.9179313739427877e-82,8.693759754370706e-11,inf,
133,80,400,0.00078286,1.077983840759283e-71,7.065004110365646e-10,inf,
134,90,400,0.00087794,5.394274736979449e-63,4.6605619698726185e-09,inf,
135,100,400,0.00097361,7.948228755115947e-56,2.590545061534933e-08,inf,
136,110,400,0.00106979,7.784011259750069e-50,1.2467775264592877e-07,inf,
137,120,400,0.00116638,9.035398776574053e-45,5.302817234906752e-07,inf,
138,130,400,0.00126337,1.9179298370868454e-40,1.4716228760507512e-06,679522.0000000002,1.3032753623902641e-34
139,140,400,0.00136077,6.509904058589856e-33,2.6292696905121605e-06,380334.0000000001,2.4759362198868915e-27
140,150,400,0.00145857,5.104806908757961e-30,4.5238439783381e-06,221051.0,1.1284224065201485e-24
141,160,400,0.00155678,1.7334766180663686e-27,7.6390634128663e-06,130906.99999999997,2.2692266373214207e-22
142,170,400,0.00165539,2.916173342183081e-25,1.2754987927488646e-05,78401.0,2.2863003546231123e-20
143,180,400,0.0017544,2.7075039996547403e-23,2.102424874132846e-05,47564.999999999985,1.2878005930040483e-18
144,190,400,0.00185383,1.5150560044251325e-21,3.4127291466085744e-05,29303.000000000007,4.439426451204693e-17
145,200,400,0.00195368,5.486084617589028e-20,5.4288193097303087e-05,18421.000000000007,1.0105483908363059e-15
146,210,400,0.00205397,1.3640063373499404e-18,8.39024033307e-05,11918.999999999996,1.6257059192616105e-14
147,220,400,0.00215468,2.443391834524162e-17,0.00012382475324654999,8075.999999999996,1.973266063901678e-13
148,230,400,0.00225585,3.2888030347128107e-16,0.000167863971882525,5957.999999999998,1.959207206781923e-12
149,240,400,0.00235754,3.447169344191325e-15,0.000210091926188925,4760.000000000002,1.6407909655183322e-11
150,250,400,0.00245978,1.7601598316782578e-09,0.00022362978767557503,4471.999999999998,7.87086483412381e-06
151,260,400,0.00256432,6.023459578427419e-09,0.000709635959157525,1409.9999999999982,8.48809801800127e-06
152,270,400,0.00267615,1.9341554863005685e-08,0.0017722738862538002,565.0000000000013,1.0913411867671033e-05
153,280,400,0.00279678,5.8581514151054435e-08,0.0030409116208499247,329.00000000000057,1.926445798338628e-05
154,290,400,0.00292487,1.6400624631634734e-07,0.00457919450624925,218.99999999999827,3.581552303413345e-05
155,300,400,0.00306095,4.245963950569835e-07,0.006074479902691875,164.9999999999994,6.989839490107222e-05
156,50,425,0.00050696,1.5269330454039647e-112,5.602887650426085e-12,inf,
157,60,425,0.00060105,5.55663086781217e-95,7.147759648844802e-11,inf,
158,70,425,0.0006959,1.6998840277511222e-81,6.637539842472377e-10,inf,
159,80,425,0.0007914,7.781291058597247e-71,4.817821913149297e-09,inf,
160,90,425,0.0008874,3.1930858180490117e-62,2.867249565785017e-08,inf,
161,100,425,0.00098386,3.9011064604620224e-55,1.4494541996382073e-07,inf,
162,110,425,0.00108074,3.2287352647248363e-49,6.39289723502449e-07,inf,
163,120,425,0.00117806,1.2968923593242848e-39,2.5083987016550413e-06,398661.0,5.170200249540056e-34
164,130,425,0.00127581,8.607197203533244e-36,6.149354528994207e-06,162618.99999999988,1.3996911648125522e-30
165,140,425,0.00137395,1.6907525095238474e-32,1.0306069883416527e-05,97031.00000000003,1.640540505401029e-27
166,150,425,0.00147251,1.2260940205048945e-29,1.69881148210341e-05,58864.99999999997,7.217363629934895e-25
167,160,425,0.0015715,3.889545370053967e-27,2.7647758591670066e-05,36170.000000000015,1.40682122825893e-22
168,170,425,0.00167101,6.192767401738438e-25,4.352972913354332e-05,22972.999999999985,1.4226524090558583e-20
169,180,425,0.00177077,5.433559041698028e-23,6.848103201807104e-05,14603.000000000011,7.934400054403677e-19
170,190,425,0.00187104,2.899367062564252e-21,0.00010408471773292502,9607.999999999993,2.7855838260558575e-17
171,200,425,0.00197175,1.0059427176403864e-19,0.000147701915026575,6771.0,6.810627455029232e-16
172,210,425,0.002073,2.411876458049232e-18,0.000189219895766775,5284.9999999999945,1.274642102658177e-14
173,220,425,0.0021748,4.191114505888241e-17,0.000215411892547125,4642.999999999996,1.9456281899437673e-13
174,230,425,0.00227715,1.3942975021537674e-10,0.00021118274369234997,4736.0,6.602326865233711e-07
175,240,425,0.00238007,6.214038575293589e-10,0.00017530833282929998,5705.000000000002,3.544633888763451e-06
176,250,425,0.00248588,2.4260573338540165e-09,0.000710042618444625,1408.9999999999995,3.416777064971658e-06
177,260,425,0.00259877,8.762972410990704e-09,0.00143106314566185,698.9999999999998,6.12340024097115e-06
178,270,425,0.00272193,2.9963617127435554e-08,0.0023474168188891502,425.99999999999875,1.2764506450803656e-05
179,280,425,0.0028547,9.49530751916928e-08,0.0032670757514008503,307.0000000000015,2.9063628277054493e-05
180,290,425,0.00299513,2.7259021469361174e-07,0.0040741960343546255,246.00000000000122,6.690650434958549e-05
181,300,425,0.00314113,7.003415745899336e-07,0.0047072081098275004,212.99999999999918,0.00014878066961343636
182,50,450,0.00051234,2.1580439330956744e-111,4.8309522678433164e-11,inf,
183,60,450,0.00060742,5.811397116450307e-94,5.383238611307296e-10,inf,
184,70,450,0.00070312,1.3359655571738862e-80,4.430849722510081e-09,inf,
185,80,450,0.00079936,4.7458563215634766e-70,2.8850394672754896e-08,inf,
186,90,450,0.00089609,4.289440123389929e-55,1.5578610523795067e-07,inf,
187,100,450,0.00099329,8.051596005537926e-49,7.215690607942342e-07,inf,
188,110,450,0.00109093,1.392197318947432e-43,2.9347933972053487e-06,340740.0,4.743766018668126e-38
189,120,450,0.00118903,3.737423219041651e-39,1.0594866448482884e-05,94386.0,3.527579358564567e-34
190,130,450,0.00128753,2.262394415143983e-35,2.2740723192252315e-05,43973.99999999997,9.948647613435499e-31
191,140,450,0.00138648,4.118546247782125e-32,3.6412644322783654e-05,27462.999999999993,1.1310758458717925e-27
192,150,450,0.00148587,2.7946469339792186e-29,5.721037998406376e-05,17479.999999999985,4.884859941076569e-25
193,160,450,0.00158572,8.364974566870252e-27,8.7305479580475e-05,11454.999999999993,9.581270966113557e-23
194,170,450,0.00168599,1.2574065166493179e-24,0.00012694365919425,7878.000000000004,9.905232956340312e-21
195,180,450,0.00178673,1.057363201894429e-22,0.000171172366536225,5843.000000000002,6.177183988810837e-19
196,190,450,0.00188803,5.432530976174776e-21,0.0002062905112251,4847.999999999998,2.6334371580702074e-17
197,200,450,0.00198994,7.02096310548193e-13,0.00021422837845995002,4667.999999999998,3.277326354218052e-09
198,210,450,0.00209249,5.768678960297069e-12,0.00018693572867235,5350.0,3.085915678756131e-08
199,220,450,0.00219544,3.715487017936133e-11,0.000146117946688725,6843.9999999999945,2.5427999107127024e-07
200,230,450,0.00229869,1.935189893489723e-10,0.000109025998357725,9171.999999999996,1.7749802089774726e-06
201,240,450,0.00240589,8.798173557716685e-10,0.000670217308947225,1493.0000000000014,1.3127344579531711e-06
202,250,450,0.00252167,3.7104280784515838e-09,0.0012945830915526,773.0000000000005,2.866118136922095e-06
203,260,450,0.00264813,1.4633665663625561e-08,0.0020328478741463247,491.9999999999993,7.198603422192047e-06
204,270,450,0.00278386,5.238024033433782e-08,0.0027208402363986,368.0000000000016,1.925149431179765e-05
205,280,450,0.00292612,1.6555049481814236e-07,0.0032941714369112253,303.9999999999984,5.025557958615856e-05
206,290,450,0.00307341,4.602007548344669e-07,0.0037603792409514752,265.99999999999943,0.0001223814741403646
207,300,450,0.00322563,1.136854105432022e-06,0.0041244034483968,241.99999999999952,0.00027564085804310186
208,50,475,0.00051732,2.4033725640029606e-110,3.598836895812115e-10,inf,
209,60,475,0.00061314,4.614718222770151e-93,3.5235141539637408e-09,inf,
210,70,475,0.00070959,1.8656365087788098e-71,2.592865555365946e-08,inf,
211,80,475,0.00080659,4.304453636847769e-62,1.529694614823489e-07,inf,
212,90,475,0.00090409,1.5701438150798014e-54,7.560524648909243e-07,inf,
213,100,475,0.00100206,2.605044132840601e-48,3.22624240094396e-06,309958.9999999999,8.074545583054752e-43
214,110,475,0.0011005,4.0672723138203485e-43,1.2108524560551046e-05,82586.99999999994,3.359015620343468e-38
215,120,475,0.0011994,9.989346891774095e-39,3.9948562496573914e-05,25032.999999999985,2.500552277101537e-34
216,130,475,0.00129878,5.62785827190694e-35,7.375804560997955e-05,13558.000000000004,7.6301618696164105e-31
217,140,475,0.0013986,9.595447433699502e-32,0.00010890939222255,9181.999999999996,8.810486623680502e-28
218,150,475,0.00149888,6.143582369269015e-29,0.000151262086975125,6612.000000000004,4.0615480667533854e-25
219,160,475,0.00159969,1.750357309564821e-26,0.00019108968006517502,5233.999999999996,9.159873568095494e-23
220,170,475,0.00170111,2.5354747987559936e-24,0.00021127041793949999,4733.999999999996,1.2001087627336732e-20
221,180,475,0.00180316,6.892014650932982e-15,0.00019888002889957497,5028.999999999998,3.465413138296115e-11
222,190,475,0.00190576,1.0035637261019729e-13,0.000161108668694475,6207.0,6.22911066322025e-10
223,200,475,0.00200868,1.0530384529836173e-12,0.00012225643214775,8180.0,8.613358287038784e-09
224,210,475,0.0021119,8.34577425475983e-12,9.0414380354925e-05,11060.999999999993,9.230582814368893e-08
225,220,475,0.0022152,5.1770391195875075e-11,6.224066497237943e-05,16066.999999999989,8.317776042214401e-07
226,230,475,0.00232401,2.8153840026223316e-10,0.0005994069166599,1668.9999999999986,4.696949475175582e-07
227,240,475,0.0024427,1.4193832072148524e-09,0.0011072970684261,903.9999999999995,1.2818449968736468e-06
228,250,475,0.00257225,6.574710569421538e-09,0.0016699202502906,598.9999999999983,3.937140452232617e-06
229,260,475,0.00270987,2.6756645053797483e-08,0.00218052536612715,459.0000000000007,1.2270733223030647e-05
230,270,475,0.00285302,9.367126955781829e-08,0.00260528067873555,384.0000000000016,3.595438691975438e-05
231,280,475,0.00300138,2.846822807200756e-07,0.0029592951814578754,337.999999999999,9.61993526376875e-05
232,290,475,0.00315446,2.091859139879727e-05,0.003251682042137925,291.0000000000016,0.0064331601699419705
233,300,475,0.00331152,3.125984598353356e-05,0.003497403006599475,265.0000000000007,0.008938016558156821
234,50,500,0.00052163,5.388041418377473e-98,2.328301452321226e-09,inf,
235,60,500,0.00061823,1.3046129901920816e-82,2.0290745974760345e-08,inf,
236,70,500,0.00071546,7.97070518496458e-71,1.3492267561913032e-07,inf,
237,80,500,0.00081324,1.592255575880972e-61,7.271886113198746e-07,inf,
238,90,500,0.00091153,5.1502519855323077e-54,3.305471099041093e-06,302528.9999999999,1.5580992334273864e-48
239,100,500,0.00101031,7.724917308098952e-48,1.2951021258730609e-05,77213.99999999994,5.964716722931322e-43
240,110,500,0.00110957,1.1052281815138923e-42,4.335642977398117e-05,23065.0,2.54916787954057e-38
241,120,500,0.00120939,2.5355346446268387e-38,0.00011511486880462499,8686.999999999996,2.2026126346286276e-34
242,130,500,0.00130973,1.3459946746299425e-34,0.000173541946318575,5762.999999999996,7.7560192402076015e-31
243,140,500,0.00141066,2.1937902846983393e-31,0.00020249339521192497,4938.999999999998,1.0833885630701032e-27
244,150,500,0.00151225,3.08499921975788e-19,0.00020363964734145,4911.000000000002,1.5149305452219476e-15
245,160,500,0.00161442,1.6808783140914766e-17,0.00017539297302645,5701.999999999996,9.583498615067053e-14
246,170,500,0.00171705,5.378768108581391e-16,0.00013604987483902502,7351.000000000004,3.953526686404953e-12
247,180,500,0.00181999,1.0968823090461962e-14,0.00010113985631594999,9888.0,1.0845203355041897e-10
248,190,500,0.00192314,1.5259761641207277e-13,7.624088657355e-05,13117.0,2.001519437537771e-09
249,200,500,0.00202663,1.5389112550983474e-12,5.878663490083659e-05,17011.000000000007,2.6177910297029896e-08
250,210,500,0.00212998,1.1680713315942011e-11,3.235933510424824e-05,30902.999999999993,3.6096889130483184e-07
251,220,500,0.00224052,7.8302805736316e-11,0.000497288016260175,2010.9999999999966,1.5745966758899118e-07
252,230,500,0.00236197,4.83943648245046e-10,0.0008937251969091,1119.0,5.414904379094814e-07
253,240,500,0.00249349,2.659266743919207e-09,0.0013263143219322,754.0000000000009,2.0050049222458345e-06
254,250,500,0.0026322,1.243946762594976e-08,0.00171315487793355,584.0000000000007,7.261145963028489e-06
255,260,500,0.00277588,4.884437085968213e-08,0.002037717946446975,491.0000000000007,2.397013332725886e-05
256,270,500,0.00292484,1.010104231683122e-05,0.0023107160354191502,417.0000000000001,0.004371390582832456
257,280,500,0.00307831,1.6770391499083786e-05,0.002558043255376425,369.999999999999,0.006555945238156641
258,290,500,0.00323578,2.5974871545220466e-05,0.0027952648661367,331.00000000000136,0.009292454486118163
259,300,500,0.00339654,3.783342429344064e-05,0.0030353649027305253,297.00000000000057,0.012464209578033535
260,50,525,0.00052554,2.7982333465424785e-97,1.3368805043400927e-08,inf,
261,60,525,0.0006229,5.682314786492876e-82,1.0468434091761298e-07,inf,
262,70,525,0.00072088,2.990438521906865e-70,6.334608386979806e-07,inf,
263,80,525,0.00081943,5.288142496896565e-61,3.128672666727428e-06,319625.0000000001,1.6902191632683416e-55
264,90,525,0.00091844,1.5277071822420514e-53,1.2943525142684391e-05,77259.00000000003,1.180286796217569e-48
265,100,525,0.00101793,2.0773203674235244e-47,4.397983563513799e-05,22737.999999999993,4.723347273639729e-43
266,110,525,0.00111808,2.7837260452355266e-42,0.00011116819394572499,8996.000000000004,2.5040669875365695e-38
267,120,525,0.00121924,6.259786013646516e-38,0.0001890488730516,5289.999999999998,3.3111998567364835e-34
268,130,525,0.00132105,2.606980246493642e-23,0.00017965369785494998,5567.000000000002,1.4511141588627268e-19
269,140,525,0.00142332,5.568625999334245e-21,0.00014584314811125,6856.999999999998,3.818229427608395e-17
270,150,525,0.001526,5.475775328349227e-19,0.00011075331350677501,9029.999999999996,4.944118740081092e-15
271,160,525,0.00162892,2.829377717867156e-17,8.334992483760001e-05,11998.0,3.3945774076940674e-13
272,170,525,0.00173206,8.575567840948549e-16,6.424185963972782e-05,15567.000000000007,1.3348878580166959e-11
273,180,525,0.00183523,1.655905469044884e-14,5.224518387132276e-05,19140.999999999985,3.1694892166965954e-10
274,190,525,0.00193894,2.215610318234955e-13,4.163830209072541e-05,24016.999999999985,5.321087092858342e-09
275,200,525,0.00204273,2.147218903580754e-12,1.292562670731699e-05,77366.00000000003,1.6612106725666524e-07
276,210,525,0.00215475,1.8295185401933102e-11,0.00038510569197652497,2597.000000000002,4.7506920263978676e-08
277,220,525,0.00227805,1.4137628096662106e-10,0.000694202635071825,1440.9999999999995,2.0365275760152322e-07
278,230,525,0.00241067,9.372635920400991e-10,0.0010287195721881749,972.9999999999998,9.110972682734703e-07
279,240,525,0.00254971,1.854144543724794e-06,0.001331983675364625,741.9999999999992,0.0013920174683951963
280,250,525,0.00269378,3.891823730246856e-06,0.00159239858580075,614.9999999999984,0.002444000996327074
281,260,525,0.00284305,7.418455113153518e-06,0.0018322130018304,526.9999999999989,0.004048904306291029
282,270,525,0.00299661,1.2944572735426792e-05,0.002072473888143375,457.0,0.0062459521490151
283,280,525,0.00315394,2.0888340323942567e-05,0.002334061671581325,396.9999999999984,0.008949352357853824
284,290,525,,,,0.0,
285,300,525,,,,0.0,
286,50,550,0.00052947,1.4354518313738647e-96,6.946198869213769e-08,inf,
287,60,550,0.00062754,2.4059996529853832e-81,4.914550714504243e-07,inf,
288,70,550,0.0007262,1.0764163130856485e-69,2.705000295670844e-06,369686.0000000001,3.9793574692334575e-64
289,80,550,0.00082537,1.6476685377493012e-60,1.2012324274036496e-05,83248.0,1.3716484005602324e-55
290,90,550,0.00092509,4.2885582005730205e-53,4.1665405624748405e-05,24001.0,1.0292851194578806e-48
291,100,550,0.00102561,7.329638037129045e-33,0.00010233195723052501,9772.999999999993,7.162609057322571e-29
292,110,550,0.00112726,5.506855819548378e-29,0.0001418380576239,7050.999999999993,3.882495228572886e-25
293,120,550,0.00122989,9.610138094602471e-26,0.000115420120637475,8664.999999999996,8.326224267939483e-22
294,130,550,0.00133273,5.035383765917615e-23,8.5395439323075e-05,11710.999999999993,5.896548815525546e-19
