,dT,Tf,strainrange,df4,dc20,lte_cycles,ratio_dmgs
189,120,450,0.0011473,5.504227090528053e-78,1.6890747394598267e-08,inf,
190,130,450,0.00124074,1.7275522962711575e-69,5.123613359137653e-08,inf,
191,140,450,0.00133409,3.1431935285034565e-62,1.492136556765848e-07,inf,
192,150,450,0.00142734,5.627185152171129e-56,4.184143226199689e-07,inf,
193,160,450,0.00152083,1.5569499278065512e-50,1.1332944237453456e-06,882383.9999999995,1.3738265142619305e-44
194,170,450,0.00161586,1.0401856757861617e-45,2.981454538629766e-06,335406.9999999999,3.4888530491033956e-40
195,180,450,0.00171302,2.1487680363773763e-41,7.655522872969328e-06,130624.99999999997,2.80682073848202e-36
196,190,450,0.00181226,1.5698540482807187e-37,1.919848501995062e-05,52088.0,8.176968373542823e-33
197,200,450,0.00191357,3.636240430689401e-20,4.6969703196785696e-05,21291.0,7.741672148650584e-16
198,210,450,0.00201691,1.9851474338902097e-18,0.000111679536393825,8954.999999999993,1.777539106976426e-14
199,220,450,0.00212228,7.082673116939648e-17,0.00025577822241255,3910.000000000002,2.7690680817680637e-13
200,230,450,0.00222971,1.7329675744402356e-15,0.000573088244281575,1744.9999999999966,3.0239105264018955e-12
201,240,450,0.00233924,3.032376723768157e-14,0.00122930566996005,813.999999999999,2.4667393943336346e-11
202,250,450,0.00245103,3.945461680268417e-13,0.0023868618456387,419.000000000001,1.6529912225450366e-10
203,260,450,0.00256502,3.929061261367313e-12,0.0040204455001548,249.00000000000077,9.772701212380648e-10
204,270,450,0.00268161,3.0975596804604543e-11,0.0054907865162475,183.00000000000014,5.641377007273233e-09
205,280,450,0.00280066,1.9716642730206812e-10,0.005740519750050825,175.00000000000014,3.4346441766065253e-08
206,290,450,0.00292187,1.0302446991959182e-09,0.004713665362766175,212.99999999999918,2.1856551534904204e-07
207,300,450,0.00304479,4.485201919665407e-09,0.0034025101718790003,294.000000000001,1.31820382396932e-06
208,50,475,0.00049772,6.953834040169578e-219,1.1463715610829154e-11,inf,
209,60,475,0.00059073,1.2373479580523288e-181,5.12116950541494e-11,inf,
210,70,475,0.0006839,1.8938709566670248e-153,2.064377538732326e-10,inf,
211,80,475,0.00077714,1.8897094327981965e-131,7.680085932833199e-10,inf,
212,90,475,0.00087039,7.302579725907845e-114,2.6740714407559077e-09,inf,
213,100,475,0.00096361,1.5617727481550662e-99,8.795878139687238e-09,inf,
214,110,475,0.00105678,1.1298833304971476e-87,2.7516098666636255e-08,inf,
215,120,475,0.00114989,9.891273259387703e-78,8.227702567073929e-08,inf,
216,130,475,0.00124299,2.66576501759686e-69,2.361043432346765e-07,inf,
217,140,475,0.00133709,5.164525782849357e-62,6.541284481905141e-07,inf,
218,150,475,0.00143325,1.3098284174731169e-55,1.7619060555298315e-06,567568.0000000002,7.43415583005776e-50
219,160,475,0.00153151,5.857829596249757e-50,4.626279833369966e-06,216157.00000000006,1.266207364715913e-44
220,170,475,0.00163182,5.834235052760028e-45,1.1849753610530338e-05,84389.99999999997,4.923507479155861e-40
221,180,475,0.00173414,8.389116079446961e-24,2.9589496678946998e-05,33796.000000000015,2.835166873729163e-19
222,190,475,0.00183846,1.3916097906793075e-21,7.183406754625901e-05,13920.999999999996,1.937256009877419e-17
223,200,475,0.00194476,1.2866323913742402e-19,0.000168336662780775,5940.999999999998,7.643209566592292e-16
224,210,475,0.00205305,7.135003983225101e-18,0.00037509030315524994,2667.000000000001,1.9022096607685224e-14
225,220,475,0.0021634,2.5305652401454603e-16,0.00083685359783595,1195.0000000000014,3.02390435637648e-13
226,230,475,0.00227581,6.0491413179198015e-15,0.0016710741909125252,598.9999999999983,3.6199118811215323e-12
227,240,475,0.0023905,1.024942800772854e-13,0.0029174631147518997,342.99999999999943,3.513130279489463e-11
228,250,475,0.00250768,1.2832968266636831e-12,0.004141623224410725,241.99999999999952,3.098535905197586e-10
229,260,475,0.0026274,1.2261579564004436e-11,0.0045143485383534,222.00000000000128,2.7161348885296363e-09
230,270,475,0.00274934,9.144222217175368e-11,0.003845711948999325,260.999999999999,2.3777709663238672e-08
231,280,475,0.00287314,5.43857708626226e-10,0.00285141978333075,350.99999999999955,1.9073224917831795e-07
232,290,475,0.00299842,1.40650276070966e-09,0.0020921883912273,478.00000000000034,6.722639159108374e-07
233,300,475,0.00312514,6.9565919978885045e-09,0.0016344335476548,611.999999999999,4.256270931216696e-06
234,50,500,0.0004984,1.4389981130547385e-218,7.725034617441106e-11,inf,
235,60,500,0.00059103,1.569995270179647e-181,3.1999802094827577e-10,inf,
236,70,500,0.00068383,1.8145996354900168e-153,1.2028294999931746e-09,inf,
237,80,500,0.00077671,1.5351664375340657e-131,4.191420616796443e-09,inf,
238,90,500,0.0008696,5.363740615420299e-114,1.37213446470118e-08,inf,
239,100,500,0.00096247,1.0828851165866164e-99,4.257720625076807e-08,inf,
240,110,500,0.00105575,8.574879776771412e-88,1.261633268693981e-07,inf,
241,120,500,0.00115091,1.2450377595538296e-77,3.6070343382267737e-07,inf,
242,130,500,0.00124817,7.192171647516048e-69,1.0006440083042023e-06,999356.9999999998,7.187542810259431e-63
243,140,500,0.00134748,2.8318287153069898e-61,2.698442667811083e-06,370585.0,1.0494307509612967e-55
244,150,500,0.0014488,7.586014600477246e-32,7.083540810649577e-06,141173.00000000006,1.070935398448222e-26
245,160,500,0.00155207,1.5325245112639624e-28,1.8101433367755908e-05,55245.000000000015,8.466315789079163e-24
246,170,500,0.00165729,1.1810762419414172e-25,4.495802409061262e-05,22242.999999999985,2.62706439135529e-21
247,180,500,0.00176443,3.989795652006856e-23,0.00010796070465749998,9262.999999999993,3.695599861694388e-19
248,190,500,0.00187351,6.6416122884479236e-21,0.0002475549485952,4039.999999999999,2.6828840732682095e-17
249,200,500,0.00198458,6.009068163236087e-19,0.00055616210541195,1799.0000000000025,1.080452642271476e-15
250,210,500,0.00209758,3.193958828723808e-17,0.001150919023311075,869.0,2.7751377499479664e-14
251,220,500,0.00221287,1.0786541743032618e-15,0.002090192025211575,478.9999999999991,5.160550615889359e-13
252,230,500,0.0023306,2.4517182294568316e-14,0.003112250826137925,321.9999999999991,7.877637010700818e-12
253,240,500,0.00245092,3.9361403923096124e-13,0.003572891694410625,279.9999999999985,1.1016679846375552e-10
254,250,500,0.00257364,4.620228776898546e-12,0.0031817305789837505,315.00000000000136,1.452111881319082e-09
255,260,500,0.00269816,4.0658770935533304e-11,0.002434469037200025,411.000000000001,1.670128899330611e-08
256,270,500,0.0028242,1.0530746025696884e-10,0.0018260820328521,547.9999999999994,5.766852658447793e-08
257,280,500,0.00295174,7.367156461056552e-10,0.001452327028952475,688.9999999999991,5.072656718625064e-07
258,290,500,0.00308082,4.077076865856577e-09,0.001245255223140375,804.0000000000015,3.2740893513979477e-06
259,300,500,0.00321157,1.8374339331029514e-08,0.001136529283944525,879.9999999999997,1.6167061940769475e-05
260,50,525,0.00049681,2.6205790511651852e-219,4.5521104320561734e-10,inf,
261,60,525,0.00058908,3.327294453677337e-182,1.7638241111497996e-09,inf,
262,70,525,0.00068152,4.405994818964591e-154,6.227489789020159e-09,inf,
263,80,525,0.00077412,4.371685249012262e-132,2.0458772800208647e-08,inf,
264,90,525,0.00086815,3.0401777096569258e-114,6.365101469152525e-08,inf,
265,100,525,0.00096432,1.9610167483688927e-99,1.8999188448830102e-07,inf,
266,110,525,0.00106255,5.246906179684107e-87,5.47036712384299e-07,inf,
267,120,525,0.00116278,1.7578657781332452e-76,1.5241200159404188e-06,656116.9999999995,1.1533644068368196e-70
268,130,525,0.00126495,3.102315446457576e-39,4.117548154840954e-06,242862.99999999983,7.534375627909098e-34
269,140,525,0.00136903,8.734858462712709e-35,1.0801206174026193e-05,92582.99999999997,8.086928739234274e-30
270,150,525,0.00147499,5.859732436137605e-31,2.7503983125101694e-05,36359.000000000015,2.1305032109293586e-26
271,160,525,0.00158284,1.1903785142922664e-27,6.776644922902261e-05,14756.999999999993,1.7565897694732075e-23
272,170,525,0.00169259,8.860157348852323e-25,0.00016007538685845,6247.999999999993,5.534990433405668e-21
273,180,525,0.00180421,2.811528409004138e-22,0.000356163335828625,2807.9999999999973,7.893929908487157e-19
274,190,525,0.00191781,4.3307894871994153e-20,0.000781385029223175,1279.9999999999982,5.542452600486768e-17
275,200,525,0.00203357,3.6062507358714854e-18,0.0014807588876411249,675.9999999999985,2.4354071185865423e-15
276,210,525,0.0021518,1.7783419330990479e-16,0.0023294487251943746,430.00000000000057,7.634175046933728e-14
277,220,525,0.00227271,5.573320872319938e-15,0.00284113994864745,351.9999999999983,1.9616495396410047e-12
278,230,525,0.00239599,1.1627840457953124e-13,0.002666228688063675,376.0000000000016,4.361156456687045e-11
279,240,525,0.00252123,2.888052226292587e-13,0.002100426750074475,477.0000000000016,1.374983548552781e-10
280,250,525,0.00264795,4.360083140593157e-12,0.00161977041043635,618.0000000000016,2.691790831898574e-09
281,260,525,0.00277614,4.6981760477464324e-11,0.0013097489993744251,763.9999999999983,3.587081227006411e-08
282,270,525,0.00290591,3.778006273635765e-10,0.001140255600232125,877.0000000000002,3.313297714009618e-07
283,280,525,0.00303734,2.352961539039195e-09,0.00105594225032085,948.000000000001,2.2283051353653503e-06
284,290,525,0.00317087,1.1761558692898662e-08,0.001022278135571025,978.999999999999,1.150524332238494e-05
285,300,525,0.00330703,1.9682135117426493e-05,0.0010042633158063,847.0000000000009,0.019598580180760817
286,50,550,0.00049522,4.727679695284768e-220,2.424020656170207e-09,inf,
287,60,550,0.00058781,1.2053900930378864e-182,8.852208040806322e-09,inf,
288,70,550,0.00068263,8.707792819205614e-154,2.986444282330647e-08,inf,
289,80,550,0.0007796,6.178304830003264e-131,9.493630221820127e-08,inf,
290,90,550,0.0008786,1.7480702170015239e-112,2.874388122271809e-07,inf,
291,100,550,0.00097954,1.314051609163633e-56,8.34675036247896e-07,inf,
292,110,550,0.00108238,2.9362950521543465e-49,2.3352215135308132e-06,428225.0000000001,1.2573946561988978e-43
293,120,550,0.0011871,4.101164761336366e-43,6.315497211995842e-06,158341.0,6.493811371726192e-38
294,130,550,0.00129369,6.279817923007865e-38,1.6536470107115168e-05,60473.0,3.797556481117358e-33
295,140,550,0.00140214,1.6071145015654263e-33,4.187543621860655e-05,23880.999999999993,3.837845397420208e-29
296,150,550,0.00151246,9.507171210488726e-30,0.000101935812322725,9811.0,9.32662524961235e-26
297,160,550,0.00162457,1.6635695901807083e-26,0.000234520678665,4264.999999999996,7.093487873438345e-23
298,170,550,0.00173864,1.0619855816082788e-23,0.0005246471620874999,1907.0000000000002,2.0241900811638475e-20
299,180,550,0.00185488,2.920255235644196e-21,0.001040492688412425,962.0000000000001,2.8066081272516165e-18
300,190,550,0.0019736,3.959453252013746e-19,0.0017365450367602502,576.0000000000007,2.2800751884907165e-16
301,200,550,0.00209491,2.9262142522310425e-17,0.00226521980176245,441.99999999999875,1.291801462248523e-14
302,210,550,0.00221873,1.2735254644699995e-15,0.0022562365434689252,443.99999999999955,5.644467855803699e-13
303,220,550,0.00234452,3.161818691742223e-15,0.00186015755553075,537.9999999999985,1.6997585405286148e-12
304,230,550,0.00247189,8.977901966865262e-14,0.0014581999757184,685.9999999999994,6.156838647896828e-11
305,240,550,0.00260075,1.6602177633447001e-12,0.001196907298130925,836.0000000000015,1.387089681830226e-09
306,250,550,0.00273114,2.1196982306498704e-11,0.0010562696220336749,946.999999999999,2.00677761286814e-08
