,dT,Tf,strainrange,df4,dc20,lte_cycles,ratio_dmgs
147,220,400,0.00221481,3.0695137425168275e-07,0.0001842428486007,5348.0,0.0016660151348230757
148,230,400,0.00232233,4.207578844406743e-07,0.00026891905852725,3667.0,0.0015646264967049117
149,240,400,0.00243094,5.719375424924885e-07,0.0003807466065504,2592.000000000002,0.0015021474457101436
150,250,400,0.00254069,7.708175263916036e-07,0.0005133677420628,1922.0000000000016,0.0015014919388863935
151,260,400,0.00265158,1.0298410169785367e-06,0.0006429170219544,1533.9999999999995,0.001601825712823606
152,270,400,0.0027636,1.3638571604597445e-06,0.000727739719290075,1352.0000000000014,0.001874100209605455
153,280,400,0.00287667,1.790099762229341e-06,0.0007402802585181,1323.000000000001,0.0024181379168651336
154,290,400,0.002986,2.3037962920677567e-06,0.00164220879513765,601.9999999999983,0.0014028644219230676
155,300,400,0.00310987,3.0290151600329217e-06,0.0028864649612891998,344.0000000000017,0.0010493857367594906
156,50,425,0.00051303,1.1319694188549067e-07,2.6225762786527697e-10,inf,
157,60,425,0.0006084,2.483233982598411e-08,1.4366751416211068e-09,inf,
158,70,425,0.00070485,1.1130700347399212e-08,6.57185876737719e-09,inf,
159,80,425,0.00080241,7.676411997945018e-09,2.6129976529816976e-08,inf,
160,90,425,0.0009008,6.936027534324406e-09,9.276554908018681e-08,inf,
161,100,425,0.00099975,7.443354704954407e-09,2.9922235024722044e-07,inf,
162,110,425,0.00109944,8.92383102185619e-09,8.907923046595008e-07,inf,
163,120,425,0.00120001,1.1498230373094677e-08,2.4769929700617113e-06,387526.0,0.004642011710193999
164,130,425,0.0013015,1.5519874567160598e-08,6.491286578677016e-06,150807.99999999994,0.002390878045369504
165,140,425,0.00140388,2.1563361917641477e-08,1.613584949745269e-05,61237.99999999997,0.0013363635996385323
166,150,425,0.00150714,3.0470746763075604e-08,3.021739505942664e-05,32796.0,0.0010083842999421596
167,160,425,0.00161121,4.3416036018913175e-08,4.655276211511457e-05,21302.999999999985,0.0009326199788436834
168,170,425,0.0017159,6.197158144200658e-08,7.103310429214921e-05,13968.999999999996,0.0008724323969726304
169,180,425,0.00182115,8.823762520538676e-08,0.000107480669658825,9235.999999999993,0.00082096274135134
170,190,425,0.00192696,1.249733426089175e-07,0.00016054130248545,6186.0000000000055,0.0007784497862800381
171,200,425,0.00203374,1.759617345974379e-07,0.0002361257707566,4206.999999999996,0.0007452034313476965
172,210,425,0.00214161,2.4604343988681663e-07,0.00033816815233395,2938.000000000001,0.0007275772073410457
173,220,425,0.00225057,3.413271819658551e-07,0.00046516313156609997,2136.0,0.0007337795255111534
174,230,425,0.00236078,4.696858633815592e-07,0.000590717056467825,1680.9999999999966,0.0007951113959533043
175,240,425,0.00247186,6.40129768134824e-07,0.000710015471937375,1398.0000000000005,0.0009015715761631811
176,250,425,0.00258418,8.6477792918286e-07,0.000749955808333425,1320.0000000000014,0.0011531051824301437
177,260,425,0.00269748,1.157098368537455e-06,0.000730377188855325,1350.0,0.0015842476821474995
178,270,425,0.00281157,1.5327934862375498e-06,0.000692563797178875,1416.0000000000014,0.0022132163022111607
179,280,425,0.00292237,2.1333906608722398e-05,0.002100202409117925,436.9999999999983,0.010158024062872367
180,290,425,0.00305061,2.7958605762490694e-05,0.0034773492252615753,268.999999999999,0.008040206476641004
181,300,425,0.00319145,3.685190964934161e-05,0.004882816460639474,191.99999999999878,0.007547264974304466
182,50,450,0.00052083,9.625176828333216e-08,1.5510164333594587e-09,inf,
183,60,450,0.00061806,2.2312000357656176e-08,7.890717880451894e-09,inf,
184,70,450,0.00071605,1.0471828424577775e-08,3.3710547057764525e-08,inf,
185,80,450,0.00081486,7.484353992039467e-09,1.2573427559361892e-07,inf,
186,90,450,0.00091454,6.944572120659234e-09,4.2056959182578694e-07,inf,
187,100,450,0.00101518,7.609577543507373e-09,1.2863480917788376e-06,738097.9999999998,0.005915644134072919
188,110,450,0.00111675,9.283264874252496e-09,3.6469653903543816e-06,268059.9999999999,0.0025454765484764926
189,120,450,0.00121922,1.2136557543410828e-08,9.685203565541945e-06,102098.99999999994,0.0012531029896563372
190,130,450,0.00132256,1.6578347481135284e-08,2.427590136220582e-05,40941.999999999985,0.0006829137766618812
191,140,450,0.00142661,2.3248678380772126e-08,5.7679934350642885e-05,17275.0,0.00040306353747632175
192,150,450,0.00153128,3.307078563689962e-08,9.4490796789375e-05,10550.000000000004,0.0003499894885066548
193,160,450,0.00163648,4.7319974433243484e-08,0.000141361175867775,7053.0000000000055,0.00033474519536753975
194,170,450,0.0017425,6.779733081439461e-08,0.0002085688711311,4780.999999999998,0.0003250596814698167
195,180,450,0.0018496,9.697139421719182e-08,0.0003011537488386,3311.000000000001,0.00032199962507909065
196,190,450,0.00195779,1.3808789376165488e-07,0.00042058511793495,2370.999999999998,0.0003283232997868752
197,200,450,0.00206705,1.9537961303900896e-07,0.000557036524059975,1790.0000000000002,0.0003507482985406049
198,210,450,0.00217742,2.7433798694913663e-07,0.0006823778276004,1461.0000000000014,0.00040203238712174094
199,220,450,0.00228894,3.8196986804556537e-07,0.000752148564065175,1324.0,0.0005078383264884715
200,230,450,0.00240156,5.269680623422423e-07,0.0007466166948386251,1331.000000000001,0.0007058080350803593
201,240,450,0.00251499,7.195477926215934e-07,0.0007110709166764501,1393.9999999999982,0.0010119212806294544
202,250,450,0.00262914,9.7211920054829e-07,0.00068389518341265,1443.999999999999,0.0014214447244640573
203,260,450,0.0027431499999999,1.4134439798959177e-05,0.0014803645066296751,622.9999999999984,0.009547945614515479
204,270,450,0.00285716,1.8453940722295845e-05,0.00255576237909195,368.0000000000016,0.007220522875390489
205,280,450,0.00299033,2.4679393908307975e-05,0.004042352993974425,235.00000000000168,0.0061052050489146656
206,290,450,0.00313422,3.3022171805773353e-05,0.005403543105320775,175.9999999999989,0.006111207250897471
207,300,450,0.0032858,4.384843924461974e-05,0.00669507610074045,142.00000000000162,0.00654935636053043
208,50,475,0.00052853,8.265444916527504e-08,8.202186621510616e-09,inf,
209,60,475,0.00062694,2.0343214007630527e-08,3.8819852538159364e-08,inf,
210,70,475,0.00072645,9.942847077149484e-09,1.5572277148561078e-07,inf,
211,80,475,0.00082699,7.330403731528461e-09,5.490332518715755e-07,inf,
212,90,475,0.00092851,6.975211566168414e-09,1.7437205062951918e-06,553558.0000000002,0.0040001889872754584
213,100,475,0.00103096,7.802984484504467e-09,5.078621745890976e-06,194219.00000000006,0.0015364374184428534
214,110,475,0.00113424,9.67982538659122e-09,1.3746134925662936e-05,72290.0,0.000704185244720664
215,120,475,0.00123816,1.2818412289462073e-08,3.4875212211393485e-05,28580.0,0.0003675508040428321
216,130,475,0.00134271,1.767472893180942e-08,8.33266713573e-05,11979.000000000004,0.0002121137043386888
217,140,475,0.00144794,2.496266679274648e-08,0.00018373959249202502,5436.000000000002,0.00013585894283416324
218,150,475,0.0015542,3.575130289629457e-08,0.0002705154614334,3693.000000000002,0.00013215992426775363
219,160,475,0.00166154,5.1533370808190684e-08,0.000381578644764075,2618.0000000000027,0.00013505307887461333
220,170,475,0.00176994,7.435510130679913e-08,0.0005153859282747001,1938.0000000000011,0.00014427072457276707
221,180,475,0.00187943,1.0699365365642262e-07,0.0006499126328022751,1536.999999999999,0.00016462774880231267
222,190,475,0.00199007,1.5316547500283487e-07,0.00074716144740615,1336.0000000000014,0.00020499649109916607
223,200,475,0.00210183,2.1770643996214119e-07,0.00077076483866355,1294.999999999999,0.0002824550745459903
224,210,475,0.00221453,3.0669483434051033e-07,0.0007431334243266751,1340.9999999999982,0.00041270493871056177
225,220,475,0.00232804,4.2772757884150233e-07,0.000702148669581825,1416.9999999999995,0.0006091695354151163
226,230,475,0.00244209,6.382674871494474e-06,0.0006801219339045,1355.9999999999995,0.009384603779578596
227,240,475,0.0025567,8.784845399478333e-06,0.00067199241487935,1332.0,0.013072834164438553
228,250,475,0.00266363,1.161241143539695e-05,0.000650008120988625,1326.0000000000005,0.017865025159585914
229,260,475,0.00278867,1.575491727082936e-05,0.00295689767170155,323.00000000000136,0.005328191577817834
230,270,475,0.00292643,2.1523689926067347e-05,0.004442353314678225,215.99999999999872,0.004845109877899566
231,280,475,0.00307299,2.925397725331067e-05,0.005875678616452424,162.9999999999985,0.0049788252834994965
232,290,475,0.00322495,3.9236781130493094e-05,0.0071405649600101255,134.00000000000162,0.005494912706520277
233,300,475,0.0033801,5.173675854183604e-05,0.008336419637255475,114.0,0.0062061125510794075
234,50,500,0.00053594,7.18846689130678e-08,3.92741133250286e-08,inf,
235,60,500,0.00063614,1.8593249836414843e-08,1.745671923734035e-07,inf,
236,70,500,0.00073746,9.457089549312128e-09,6.611121030957081e-07,inf,
237,80,500,0.00083977,7.199815074435874e-09,2.2091473569463086e-06,439764.9999999999,0.0032590922700548755
238,90,500,0.00094286,7.028565018208979e-09,6.670683660205454e-06,148501.99999999988,0.0010536498770191275
239,100,500,0.00104663,8.018631060357002e-09,1.8515512440725468e-05,53799.999999999985,0.00043307637776850095
240,110,500,0.00115103,1.0093418067097277e-08,4.7809807870633484e-05,20876.999999999993,0.00021111605581868528
241,120,500,0.00125636,1.35256615634083e-08,0.0001154244227283,8654.999999999996,0.00011718197278964646
242,130,500,0.00136278,1.8853627301702275e-08,0.000255656934877725,3908.9999999999973,7.374580826731551e-05
243,140,500,0.00147036,2.6912687082406473e-08,0.00047604541320907495,2099.9999999999973,5.65338649121416e-05
244,150,500,0.00157896,3.8896789558913357e-08,0.00061464097003095,1626.999999999998,6.328375662454574e-05
245,160,500,0.0016887,5.651495279222029e-08,0.000732486611845125,1365.0000000000014,7.715492935749339e-05
246,170,500,0.00179963,8.212891183859576e-08,0.0007839936410493,1275.0000000000014,0.00010475711477541338
247,180,500,0.00191159,1.1887387777085116e-07,0.0007710366824555249,1296.000000000001,0.00015417408856900665
248,190,500,0.00202438,1.708303623580564e-07,0.0007340940772356751,1360.000000000001,0.00023270908682622795
249,200,500,0.00213791,2.4327458154326674e-07,0.0007063876426695,1411.999999999999,0.00034439246505489683
250,210,500,0.00225187,3.5658742218680042e-06,0.000694787159195925,1376.0000000000014,0.005132326029160901
251,220,500,0.00236665,5.108341075395306e-06,0.000690592055652,1358.0,0.007397045815380011
252,230,500,0.00248258,7.163255895158586e-06,0.000685655445162225,1334.0000000000005,0.010447311321889627
253,240,500,0.00259127,9.632751418070251e-06,0.001824650164057275,523.9999999999993,0.00527923193597339
254,250,500,0.00271883,1.332255206969539e-05,0.003314569191543825,292.0000000000002,0.00401939175193086
255,260,500,0.00285942,1.854856861137957e-05,0.00481352810378955,201.000000000001,0.003853424808463635
256,270,500,0.00300657,2.5533282572326067e-05,0.0061718645843300245,156.9999999999994,0.004137045170620474
257,280,500,0.00315678,3.449561207875243e-05,0.0077899206691684495,124.00000000000082,0.0044282366334334865
258,290,500,,,,0.0,
259,300,500,,,,0.0,
260,50,525,0.00054441,6.177151681693802e-08,1.729409544963289e-07,inf,
261,60,525,0.00064635,1.6936704170743343e-08,7.228854859823626e-07,inf,
262,70,525,0.00074914,9.013420289255413e-09,2.5857288955048778e-06,374975.0000000001,0.0034858334549011153
263,80,525,0.00085274,7.097093631326157e-09,8.19571990383594e-06,121072.00000000003,0.0008659512177819084
264,90,525,0.00095717,7.1029298754897666e-09,2.3575236658998253e-05,42302.999999999985,0.00030128774434926844
265,100,525,0.00106263,8.263405621347508e-09,6.256800185804092e-05,15963.999999999993,0.0001320707929924973
266,110,525,0.00116907,1.057537432384689e-08,0.0001537039533234,6501.999999999996,6.88035284401295e-05
267,120,525,0.00127652,1.437228020640331e-08,0.00033839221491074997,2954.999999999999,4.247225430465048e-05
268,130,525,0.0013853,2.0286899217632003e-08,0.000620476316090475,1611.999999999997,3.2695686670937916e-05
269,140,525,0.00149562,2.93058728214952e-08,0.0007784270886927751,1284.9999999999982,3.764755010094653e-05
270,150,525,0.00160684,4.277415563952736e-08,0.000786608407985325,1270.999999999999,5.4377953763653834e-05
271,160,525,0.00171901,6.262699673220393e-08,0.000756504366990075,1321.0000000000005,8.27847127722206e-05
272,170,525,0.00183196,9.146529542017137e-08,0.0007258573731588,1377.0,0.0001260100107850816
273,180,525,0.00194549,1.1866923426889075e-06,0.0007096787313261,1389.0000000000014,0.001672154300681188
274,190,525,0.00205959,1.8349983233878824e-06,0.0007036956212292,1389.0000000000014,0.002607659146979695
275,200,525,0.00217479,2.759245808277779e-06,0.000698877734555925,1382.0,0.003948109478735985
276,210,525,0.00229115,4.04444866006345e-06,0.000686289383064525,1384.000000000001,0.005893211755664288
277,220,525,0.00240833,5.784564517208688e-06,0.0006812701239195,1363.9999999999995,0.008490853061233318
278,230,525,0.00251761,7.897416127345695e-06,0.002086018855422225,464.00000000000114,0.003785879550809334
279,240,525,0.00264785,1.1156095626825644e-05,0.00361902853059345,268.999999999999,0.0030826216296770286
280,250,525,0.00278742,1.570861662049279e-05,0.005151673723154925,188.99999999999923,0.003049225837010639
281,260,525,0.00293084,2.1731258416504584e-05,0.006954118194439574,140.00000000000077,0.0031249480967810734
282,270,525,0.00307787,2.9542173677723386e-05,0.0090594393780273,108.00000000000088,0.0032609273537802757
283,280,525,,,,0.0,
284,290,525,,,,0.0,
285,300,525,,,,0.0,
286,50,550,0.00055289,5.350240908700334e-08,6.947994099176799e-07,850109.0,0.07700410841359569
287,60,550,0.00065613,1.5583020864044712e-08,2.736199854009504e-06,347651.99999999977,0.005695132554447751
288,70,550,0.00076051,8.642471871793886e-09,9.299341075443615e-06,106643.0,0.0009293638981170078
289,80,550,0.00086594,7.020431107798674e-09,2.817957510419358e-05,35408.0,0.0002491319007416091
290,90,550,0.00097235,7.204143544986612e-09,7.766322338797499e-05,12866.000000000004,9.276132551178745e-05
291,100,550,0.00107973,8.553036321415879e-09,0.00019527500684805003,5119.0,4.379995402110666e-05
292,110,550,0.00118819,1.1130805644179774e-08,0.0004260913307745,2347.000000000002,2.612305118704826e-05
293,120,550,0.00129816,1.5359829492790383e-08,0.0007224631087190999,1384.000000000001,2.1260365141720228e-05
294,130,550,0.00140976,2.1985932786651728e-08,0.0007949182158063,1257.9999999999995,2.7658106644783575e-05
295,140,550,0.00152232,3.207989499914216e-08,0.000732202192160625,1366.0,4.3812891224046914e-05
296,150,550,0.00163544,4.7152652140680334e-08,0.000711329893986375,1404.9999999999982,6.62880226731811e-05
297,160,550,0.00174904,5.14854599168306e-07,0.0007063084943658,1406.999999999999,0.0007289372891240646
298,170,550,0.00186364,8.496360065761997e-07,0.0006993198934683749,1414.9999999999986,0.0012149461419756144
