,dT,Tf,strainrange,df4,dc20,lte_cycles,ratio_dmgs
72,250,325,0.00235017,2.26328075393671e-08,3.214176412277814e-06,274408.99999999977,0.007041557349780854
73,260,325,0.00244754,2.7266103110087245e-08,7.91691170895837e-06,118554.99999999997,0.003444032738073146
74,270,325,0.00254527,3.2705453299731426e-08,1.890632209188701e-05,51209.999999999985,0.0017298686196489709
75,280,325,0.00264342,3.9073418907383386e-08,4.133820857065774e-05,23764.0,0.0009452131637634167
76,290,325,0.00274247,4.654393357781931e-08,7.52543068155e-05,13134.000000000004,0.0006184886360315625
77,300,325,0.00284285,5.532752674336071e-08,0.00013511104902255,7344.999999999998,0.00040949668545706104
78,50,350,0.00048532,1.0427535172223274e-10,3.7567285257407765e-18,inf,
79,60,350,0.00057577,1.568123801675779e-10,5.187007126007734e-17,inf,
80,70,350,0.00066674,2.3024910913658763e-10,5.441057175098721e-16,inf,
81,80,350,0.00075818,3.3077012321669256e-10,4.60448631591127e-15,inf,
82,90,350,0.00085004,4.659065480312691e-10,3.275872829583833e-14,inf,
83,100,350,0.0009423,6.447922652092257e-10,2.0181647132336532e-13,inf,
84,110,350,0.00103495,8.784087239376993e-10,1.1005743944305896e-12,inf,
85,120,350,0.00112797,1.179813299380573e-09,5.403001829258626e-12,inf,
86,130,350,0.00122136,1.5645339916465177e-09,2.4196844722768607e-11,inf,
87,140,350,0.00131511,2.050829334328451e-09,9.991093447133933e-11,inf,
88,150,350,0.00140921,2.6600814568903035e-09,3.83686892096288e-10,inf,
89,160,350,0.00150366,3.417292465628958e-09,1.380283145231752e-09,inf,
90,170,350,0.00159848,4.351739697659008e-09,4.680127651024957e-09,inf,
91,180,350,0.00169367,5.497206389899502e-09,1.5035993398723698e-08,inf,
92,190,350,0.00178923,6.892685950166827e-09,4.597551997488818e-08,inf,
93,200,350,0.00188515,8.582838087536631e-09,1.3431148571824294e-07,inf,
94,210,350,0.00198143,1.0618975277974813e-08,3.7614650322258973e-07,inf,
95,220,350,0.00207808,1.3060008127826412e-08,1.012882936422615e-06,793006.9999999995,0.012893896874156893
96,230,350,0.00217508,1.597225062542305e-08,2.6293681079546318e-06,340967.0,0.006074558589610248
97,240,350,0.00227245,1.9432248151140345e-08,6.59443373840209e-06,143603.0,0.002946765245054841
98,250,350,0.00237018,2.3525820326719352e-08,1.6008653124064787e-05,60770.0,0.0014695689977412584
99,260,350,0.00246851,2.836309209479576e-08,3.766301428262404e-05,26176.999999999993,0.0007530754676712418
100,270,350,0.00256808,3.410017725254271e-08,8.5872439503075e-05,11557.999999999993,0.0003971026961604092
101,280,350,0.00266897,4.0894739764019486e-08,0.000179813963094675,5538.000000000002,0.0002274280543079279
102,290,350,0.00277121,4.8927379036101044e-08,0.00031292670400702503,3187.0000000000027,0.00015635411874277962
103,300,350,0.00287484,5.8408801765758505e-08,0.000530612652594375,1880.9999999999995,0.00011007804182613209
104,50,375,0.00049066,1.068993151585086e-10,7.741476398114207e-17,inf,
105,60,375,0.00058169,1.609059650055238e-10,9.259756599591253e-16,inf,
106,70,375,0.00067329,2.3648219364703827e-10,8.549840729660585e-15,inf,
107,80,375,0.00076536,3.3999713353910693e-10,6.447848642525252e-14,inf,
108,90,375,0.00085787,4.792749190863095e-10,4.128822580844437e-13,inf,
109,100,375,0.00095079,6.637761382873397e-10,2.3083498690628056e-12,inf,
110,110,375,0.00104409,9.048371396222327e-10,1.150417567120751e-11,inf,
111,120,375,0.00113778,1.2160815462477285e-09,5.1928198845142266e-11,inf,
112,130,375,0.00123183,1.6135242335613993e-09,2.149672907421526e-10,inf,
113,140,375,0.00132624,2.116136254912687e-09,8.243692155732188e-10,inf,
114,150,375,0.00142104,2.7464035813914317e-09,2.953059883913382e-09,inf,
115,160,375,0.00151621,3.530306423326012e-09,9.949194708799891e-09,inf,
116,170,375,0.00161176,4.498295672799943e-09,3.1706169668862436e-08,inf,
117,180,375,0.00170766,5.6851953220545975e-09,9.603981868361162e-08,inf,
118,190,375,0.00180394,7.131936633895644e-09,2.7767257808404516e-07,inf,
119,200,375,0.00190058,8.884919128442067e-09,7.690826035701805e-07,inf,
120,210,375,0.00199758,1.0997596999185994e-08,2.0471918237572586e-06,443234.0,0.005372040309833716
121,220,375,0.00209494,1.353107009066413e-08,5.250599499589654e-06,181565.00000000006,0.002577052409295665
122,230,375,0.00219272,1.6556997497485726e-08,1.3007285801552308e-05,75064.99999999994,0.0012729017990447931
123,240,375,0.00229146,2.0177129132449643e-08,3.097384217394942e-05,31891.000000000007,0.0006514248061036365
124,250,375,0.00239152,2.4511051611798587e-08,7.246711775310345e-05,13711.999999999993,0.0003382368772455958
125,260,375,0.00249291,2.9686630422370317e-08,0.000162410380464375,6136.000000000002,0.00018278776478134124
126,270,375,0.00259567,3.585468206101271e-08,0.000346555263470625,2880.0,0.00010346021497968637
127,280,375,0.00269987,4.319384579622826e-08,0.0006809829435858749,1467.0000000000005,6.342867498087538e-05
128,290,375,0.00280552,5.190867986880022e-08,0.001074181510476375,930.9999999999989,4.832393721409328e-05
129,300,375,0.00291269,6.224310480910287e-08,0.0016048576836075001,622.9999999999984,3.878418967916763e-05
130,50,400,0.00049468,1.0891111696865756e-10,1.2579228981000585e-15,inf,
131,60,400,0.00058638,1.6421180677417495e-10,1.3275496914727826e-14,inf,
132,70,400,0.00067864,2.416765206220373e-10,1.0953958058573662e-13,inf,
133,80,400,0.00077138,3.4789677861719523e-10,7.457367877773749e-13,inf,
134,90,400,0.00086456,4.909473255955284e-10,4.346756211948331e-12,inf,
135,100,400,0.00095815,6.80606499382215e-10,2.2276759926559716e-11,inf,
136,110,400,0.00105213,9.286282842245681e-10,1.0238007076777394e-10,inf,
137,120,400,0.0011465,1.2490951896433229e-09,4.2843987019267085e-10,inf,
138,130,400,0.00124127,1.658786395561405e-09,1.6522083494644447e-09,inf,
139,140,400,0.00133641,2.17732230996876e-09,5.9274280784521004e-09,inf,
140,150,400,0.00143193,2.8279297518769908e-09,1.9937512855162382e-08,inf,
141,160,400,0.00152783,3.637727178648035e-09,6.328268443817139e-08,inf,
142,170,400,0.00162408,4.63794756390339e-09,1.9057605375375512e-07,inf,
143,180,400,0.00172071,5.8654072662892756e-09,5.47053577280269e-07,inf,
144,190,400,0.0018177,7.362042861335266e-09,1.5027846801841955e-06,608767.9999999998,0.004898933931395217
145,200,400,0.00191506,9.176527122619401e-09,3.96383486534059e-06,241651.99999999994,0.0023150629212276516
146,210,400,0.00201305,1.1370931076803243e-08,1.007144659864668e-05,97206.00000000003,0.0011290265966689608
147,220,400,0.00211229,1.4030781641668525e-08,2.4736130244419452e-05,39995.99999999997,0.0005672181340827923
148,230,400,0.00221285,1.7246391260602e-08,5.8776424845721016e-05,16920.0,0.0002934236184979114
149,240,400,0.00231472,2.112143328293726e-08,0.00013473014186047498,7400.999999999996,0.00015676843348692068
150,250,400,0.00241792,2.577829862534718e-08,0.000294834089117475,3386.9999999999973,8.743323644327967e-05
151,260,400,0.00252253,3.136372196901187e-08,0.000601541444320575,1661.0,5.2138921208390475e-05
152,270,400,0.00262875,3.8059316878449444e-08,0.001177337573334375,848.9999999999984,3.2326596670707155e-05
153,280,400,0.00273675,4.60816036919987e-08,0.001865052794263425,536.000000000001,2.4707935257241843e-05
154,290,400,0.0028463,5.565299251589271e-08,0.002345593098841425,427.0000000000008,2.372661845883746e-05
155,300,400,0.00295753,1.3352949489788506e-06,0.002591296671146025,382.9999999999993,0.0005152999129151446
156,50,425,0.00049805,1.1062206520172249e-10,1.674586872600988e-14,inf,
157,60,425,0.00059039,1.6708295956966346e-10,1.579193371892807e-13,inf,
158,70,425,0.0006833,2.462776388199806e-10,1.1773496278696869e-12,inf,
159,80,425,0.00077669,3.5499033715880644e-10,7.306613730085128e-12,inf,
160,90,425,0.00087053,5.015615169484117e-10,3.911002714249881e-11,inf,
161,100,425,0.0009648,6.96116435003874e-10,1.8523524894953528e-10,inf,
162,110,425,0.00105948,9.508305826368959e-10,7.910634309160601e-10,inf,
163,120,425,0.00115455,1.2802318763824895e-09,3.090514332083758e-09,inf,
164,130,425,0.00125001,1.7016325665691972e-09,1.1171606676130699e-08,inf,
165,140,425,0.00134584,2.2353718802278883e-09,3.7706929182624885e-08,inf,
166,150,425,0.00144205,2.9055003836057196e-09,1.197223308199255e-07,inf,
167,160,425,0.00153863,3.740015566742103e-09,3.5979327624918486e-07,inf,
168,170,425,0.00163558,4.771578191231688e-09,1.0287324810755322e-06,893341.9999999995,0.00463830809176263
169,180,425,0.00173296,6.038928567997585e-09,2.811098208313213e-06,341782.99999999977,0.0021482453192630427
170,190,425,0.00183136,7.59664426587056e-09,7.375637816656368e-06,132979.99999999988,0.0010299643847363404
171,200,425,0.00193107,9.508326436082882e-09,1.865618455547874e-05,53088.0,0.0005096608262963706
172,210,425,0.00203208,1.1844847220083881e-08,4.555335185654533e-05,21845.000000000007,0.0002600214196616128
173,220,425,0.00213438,1.4689585185646418e-08,0.00010721330706285,9303.0,0.00013701270474788326
174,230,425,0.00223797,1.8140731786591714e-08,0.000241367663976825,4137.999999999996,7.515808657920931e-05
175,240,425,0.00234293,2.2316884709203495e-08,0.0005086231236366,1965.000000000001,4.38770548803212e-05
176,250,425,0.00244942,2.736295202021061e-08,0.0010221885220398,978.0000000000002,2.676898774563348e-05
177,260,425,0.00255772,3.3460552980030984e-08,0.00174217844997765,574.0,1.9206157084803937e-05
178,270,425,0.00266802,4.0825745070509047e-08,0.002366789233135725,422.9999999999992,1.724942149429149e-05
179,280,425,0.00278013,1.0331187178225322e-06,0.00253175674485045,392.0000000000015,0.00040806397373044546
180,290,425,0.00289349,1.2189378340707712e-06,0.002403149283498,412.9999999999984,0.0005072251825723026
181,300,425,0.00300858,1.4343502224304042e-06,0.0021987489623721754,449.99999999999875,0.0006523483339739338
182,50,450,0.00050142,1.1235554061656639e-10,1.8848947682675792e-13,inf,
183,60,450,0.00059442,1.7001037127725127e-10,1.6031811282636551e-12,inf,
184,70,450,0.000688,2.509915428498232e-10,1.0892068025436588e-11,inf,
185,80,450,0.00078207,3.6229915659960527e-10,6.210860964203854e-11,inf,
186,90,450,0.00087661,5.12566082108267e-10,3.075181665056427e-10,inf,
187,100,450,0.00097156,7.12182540499338e-10,1.3547586564249506e-09,inf,
188,110,450,0.00106692,9.737526265663594e-10,5.407530339056698e-09,inf,
189,120,450,0.00116268,1.3123318405434414e-09,1.982929439839725e-08,inf,
190,130,450,0.00125883,1.7458039270426151e-09,6.753245142116827e-08,inf,
191,140,450,0.00135535,2.2952198468358503e-09,2.1547616718730237e-07,inf,
192,150,450,0.00145225,2.985481454977476e-09,6.487137493966056e-07,inf,
193,160,450,0.00154983,3.848633368973442e-09,1.8548333216955787e-06,518684.0000000001,0.002074921408817073
194,170,450,0.00164869,4.927854719766115e-09,5.070143751311001e-06,193657.00000000006,0.0009719358979697382
195,180,450,0.00174885,6.270440277695572e-09,1.3301855320307195e-05,74510.99999999994,0.0004713959163367867
196,190,450,0.00185029,7.932166645421912e-09,3.357255908041751e-05,29653.999999999985,0.00023626934802383455
197,200,450,0.00195299,9.979020786986048e-09,8.15172061914e-05,12238.999999999993,0.0001224161284864891
198,210,450,0.00205697,1.2489862162573598e-08,0.00018948487875967502,5271.0,6.591482256700059e-05
199,220,450,0.00216227,1.5558682882693106e-08,0.00041473222481602497,2410.0000000000027,3.751500836375792e-05
200,230,450,0.00226903,1.930075233073553e-08,0.000848811637010625,1177.9999999999995,2.27385576365442e-05
201,240,450,0.00237749,2.3859443400817765e-08,0.0015418995497190747,648.9999999999992,1.5474058219398806e-05
202,250,450,0.00248792,6.571369211670601e-07,0.0022279605159444002,446.9999999999992,0.0002949499851834265
203,260,450,0.00260041,7.858809216576673e-07,0.0024899972212308,400.0000000000015,0.0003156151801925338
204,270,450,0.00271486,9.369803070836441e-07,0.00231246132648345,430.00000000000057,0.0004051874495598618
205,280,450,0.0028309,1.1132770356369555e-06,0.002067251950535775,478.9999999999991,0.0005385299239158655
206,290,450,0.00294852,1.3184020240641342e-06,0.0019015712824986002,520.0000000000009,0.0006933224308750597
207,300,450,0.0030679,1.5568412672982267e-06,0.0017999200792440753,547.0000000000007,0.0008649502193186623
208,50,475,0.00050484,1.1413799879436786e-10,1.823237904679137e-12,inf,
209,60,475,0.00059852,1.730322670211743e-10,1.4107478767820686e-11,inf,
210,70,475,0.00069278,2.5586212104665874e-10,8.800070604482163e-11,inf,
211,80,475,0.00078754,3.698575774848569e-10,4.641287656677214e-10,inf,
212,90,475,0.00088276,5.239002198472904e-10,2.138523850639135e-09,inf,
213,100,475,0.0009784,7.28750933736429e-10,8.812499741883291e-09,inf,
214,110,475,0.00107445,9.974181506012047e-10,3.304898883254895e-08,inf,
215,120,475,0.00117089,1.3454257007596316e-09,1.143077098157141e-07,inf,
216,130,475,0.00126778,1.791601231747008e-09,3.6850025847782646e-07,inf,
217,140,475,0.00136577,2.3623284184084508e-09,1.11869652958864e-06,859417.0,0.0021116794018098107
218,150,475,0.00146507,3.0886177383005503e-09,3.2232412284671945e-06,304699.99999999977,0.0009582335045302631
219,160,475,0.00156564,4.0064613286541264e-09,8.855326026304148e-06,111964.00000000003,0.00045243521432787495
220,170,475,0.00166748,5.159336439841819e-09,2.3285065207344175e-05,42766.0,0.00022157277181317708
221,180,475,0.00177056,6.598810125902973e-09,5.870090429109557e-05,17000.000000000007,0.00011241411364260631
222,190,475,0.0018749,8.387004700898602e-09,0.000141562789722975,7057.0,5.924582806902278e-05
223,200,475,0.00198053,1.0598204382886565e-08,0.0003228355054074,3096.0000000000027,3.2828496882684064e-05
224,210,475,0.00208754,1.3322573969581097e-08,0.0006744296996469751,1483.0,1.9753836428844544e-05
225,220,475,0.00219616,1.667312134793346e-08,0.00131608566245415,760.0000000000001,1.2668720451556718e-05
226,230,475,0.0023067,4.857875879851672e-07,0.002043211572279975,488.00000000000114,0.0002377568699080377
227,240,475,0.00241969,5.877146183294234e-07,0.0024072365859876,414.00000000000057,0.00024414493438263606
228,250,475,0.00253493,7.086928262207187e-07,0.0022729417417368747,438.00000000000034,0.0003117954205368982
229,260,475,0.00265183,8.511230836080365e-07,0.0020159909710856247,493.00000000000153,0.0004221859600639486
230,270,475,0.00277029,1.018136496372984e-06,0.0018343982997072752,539.9999999999992,0.0005550247710845859
231,280,475,0.00289046,1.2136428875159294e-06,0.001723270689129825,573.0000000000013,0.0007042671213358622
232,290,475,0.00301243,1.4420552894103483e-06,0.001645326590313225,597.9999999999998,0.0008764553480751931
233,300,475,0.0031362,1.7082347316184915e-06,0.0015757579963344,621.9999999999997,0.0010840717518757733
234,50,500,0.00050834,1.1598666303880941e-10,1.5376348932372125e-11,inf,
235,60,500,0.0006027,1.7615895563663063e-10,1.0900148597881052e-10,inf,
236,70,500,0.00069764,2.608942420374799e-10,6.283101539005527e-10,inf,
237,80,500,0.00079308,3.776453772645474e-10,3.0832067944155597e-09,inf,
238,90,500,0.00088898,5.355739241399191e-10,1.3292276425304498e-08,inf,
239,100,500,0.00098531,7.458126361315217e-10,5.149537991199238e-08,inf,
240,110,500,0.00108239,1.0228885970492844e-09,1.825004334452205e-07,inf,
241,120,500,0.00118079,1.3862543391182097e-09,6.008164954544817e-07,inf,
242,130,500,0.00128048,1.858306688920564e-09,1.8551323661754486e-06,528978.0000000002,0.0010017111031013163
243,140,500,0.00138143,2.4662691943852835e-09,5.410329243334245e-06,183244.99999999994,0.00045584456757855014
244,150,500,0.00148363,3.2432162234314107e-09,1.498462375323368e-05,66462.00000000003,0.000216436280072199
245,160,500,0.00158707,4.229047814716556e-09,3.956580636411087e-05,25224.000000000007,0.00010688643056577805
246,170,500,0.00169175,5.471820134636723e-09,9.965083382745001e-05,10024.999999999996,5.4909928241156823e-05
247,180,500,0.00179768,7.029278433668961e-09,0.00023781261713955003,4203.000000000002,2.955805506965231e-05
248,190,500,0.00190494,8.971887393493346e-09,0.00052526122667145,1903.9999999999973,1.7080810343355584e-05
249,200,500,0.0020137,2.858112026846792e-07,0.001072624194221625,927.9999999999993,0.00026645977614935754
250,210,500,0.00212445,3.516069826404889e-07,0.0018045235204844998,552.9999999999997,0.0001948475476485257
251,220,500,0.00223795,4.3106658294768e-07,0.002283636758256,436.9999999999983,0.00018876320035979936
252,230,500,0.00235392,5.26496352289143e-07,0.002229576688123875,446.9999999999992,0.00023614184481457535
253,240,500,0.00247165,6.40013671356314e-07,0.00196960041828915,504.9999999999998,0.00032494594609816735
254,250,500,0.00259093,7.74305162567775e-07,0.00177015674368845,560.9999999999995,0.0004374218076046568
255,260,500,0.00271185,9.327275516074951e-07,0.00164881616783505,600.9999999999993,0.0005656952969063841
256,270,500,0.00283454,1.1192115767327342e-06,0.00156644256716115,629.9999999999998,0.000714492570743319
257,280,500,0.002959,1.3380676081500582e-06,0.001495002439656075,658.0000000000014,0.0008950270398608047
258,290,500,0.00308523,1.5941818943479712e-06,0.0014211161700147,688.9999999999991,0.0011217815460726767
259,300,500,0.0032132,1.8930086897513572e-06,0.001341193031571075,727.0000000000016,0.0014114364190618294
260,50,525,0.00051187,1.1787654689508547e-10,1.1436092421522515e-10,inf,
261,60,525,0.00060691,1.7935540018914805e-10,7.475490780640233e-10,inf,
262,70,525,0.00070253,2.660399045873699e-10,4.005236802381365e-09,inf,
263,80,525,0.00079873,3.857272099518677e-10,1.8389279976792766e-08,inf,
264,90,525,0.00089614,5.49278028959386e-10,7.48352098901053e-08,inf,
265,100,525,0.00099488,7.699890382444666e-10,2.7604534206774827e-07,inf,
266,110,525,0.00109491,1.0641495274975196e-09,9.368053050629914e-07,inf,
267,120,525,0.00119619,1.45181648021107e-09,2.958347054201725e-06,334903.9999999999,0.0004907525904200667
268,130,525,0.00129871,1.9576765353798907e-09,8.768144151744931e-06,113567.99999999997,0.0002232714815700535
269,140,525,0.00140246,2.611854486764713e-09,2.4553839838731898e-05,40644.99999999997,0.00010637254718281181
270,150,525,0.00150743,3.4509178027825053e-09,6.520632838471462e-05,15321.000000000004,5.292305038894744e-05
271,160,525,0.00161364,4.519374543262392e-09,0.00016389875926845,6099.000000000002,2.7574183986714035e-05
272,170,525,0.00172114,5.8714262377561035e-09,0.000384128649866925,2603.000000000002,1.5285051609116276e-05
273,180,525,0.00183007,1.9861698960027038e-07,0.0008066053615486501,1233.999999999999,0.00024623812221993374
274,190,525,0.0019412,2.483515964570327e-07,0.0015156609566438252,658.0000000000014,0.00016385695980911544
275,200,525,0.00205514,3.091637623971225e-07,0.0021076438279334997,473.99999999999864,0.00014668691090005041
276,210,525,0.00217174,3.8314641407810163e-07,0.00217575168874365,459.0000000000007,0.0001760984105219024
277,220,525,0.00229025,4.722144608752592e-07,0.0019292798568024748,515.9999999999994,0.00024476203346563314
278,230,525,0.0024103,5.786410196477829e-07,0.0017103098117507251,581.0000000000014,0.00033832526462294476
279,240,525,0.00253195,7.053310407745178e-07,0.001576308688080975,629.9999999999998,0.000447457434008817
280,250,525,0.00265534,8.557308918449361e-07,0.0014886704745162,664.9999999999991,0.0005748289540860534
281,260,525,0.00278047,1.0336395598168072e-06,0.001415434857256575,696.9999999999989,0.0007302628973121578
282,270,525,0.00290734,1.243379228914333e-06,0.001341343045295625,733.0000000000006,0.0009269658744458609
283,280,525,0.0030359,1.4897545699991823e-06,0.0012623192433052499,775.0000000000013,0.0011801725893827119
284,290,525,0.00316594,1.7777805511374879e-06,0.001179310739609025,824.9999999999986,0.0015074742317083218
285,300,525,0.00329724,2.112860865964326e-06,0.0010943715600801002,882.0000000000005,0.0019306613430357055
286,50,550,0.00051541,1.1979764221152423e-10,7.578971236087285e-10,inf,
287,60,550,0.00061153,1.829184449405174e-10,4.606797546241586e-09,inf,
288,70,550,0.00070912,2.7310719759330626e-10,2.326281676346544e-08,inf,
289,80,550,0.00080808,3.994160755922832e-10,1.0163963318195352e-07,inf,
290,90,550,0.00090834,5.732981402106263e-10,3.9503689176354225e-07,inf,
291,100,550,0.00100987,8.091643825834631e-10,1.393416881252733e-06,709829.0000000002,0.0005807051668959218
292,110,550,0.00111265,1.124978472022589e-09,4.527807279368035e-06,219820.0,0.0002484598841361479
293,120,550,0.00121666,1.542949501703792e-09,1.3699795240909777e-05,72837.99999999997,0.00011262573451435963
294,130,550,0.00132189,2.090408018525687e-09,3.891224125456565e-05,25672.999999999985,5.3721090102472964e-05
295,140,550,0.00142834,2.8008327164425326e-09,0.00010405668507870001,9606.0,2.6916413052407068e-05
296,150,550,0.00153605,1.0405625178406333e-07,0.00026019881848335,3815.000000000001,0.0003999105468294885
297,160,550,0.00164531,1.3367973028878698e-07,0.00058977830353875,1688.9999999999986,0.00022666098343511525
298,170,550,0.00175689,1.7044591445388549e-07,0.001196985213520275,834.0000000000008,0.00014239600667464585
299,180,550,0.00187119,2.159961776458224e-07,0.0018654922246626,534.9999999999987,0.00011578508598977853
300,190,550,0.00198826,2.721872600918645e-07,0.00209703690690225,475.99999999999943,0.0001297961228989243
301,200,550,0.00210747,3.408030675380558e-07,0.00189479053073565,526.0000000000003,0.00017986318910182618
302,210,550,0.00222827,4.2377612764481085e-07,0.00165666817461975,600.9999999999993,0.0002558002466257788
303,220,550,0.00235062,5.235653899858778e-07,0.00150666505168125,659.9999999999989,0.0003474995251277942
304,230,550,0.00247476,6.432587148945134e-07,0.0014026608580406251,706.9999999999998,0.00045859889167583994
305,240,550,0.00260046,7.859423425904667e-07,0.0013372969190237251,739.9999999999983,0.0005877096786884344
306,250,550,0.00272794,9.556428279489893e-07,0.001263370023921225,781.0000000000005,0.0007564235416817018
307,260,550,0.00285709,1.156548801260333e-06,0.001173062479755375,837.0000000000002,0.0009859225925472565
308,270,550,0.00298736,1.3924781343436672e-06,0.00110508484783215,884.0000000000011,0.0012600644530375183
309,280,550,0.00311897,1.6689635870967028e-06,0.001023303968320275,948.000000000001,0.0016309558437814524
