heliostat_id,sigma_x,sigma_y,amplitude,x_locations,y_locations,x_normal,y_normal
2199,1.6300900451314482,1.6393363220969293,5.128536072621729,-161.267047,446.048999,30.786152109578634,10.8
2200,1.519329768165804,1.679552369072479,6.077439208170528,-250.353407,326.1084,33.50257549898179,10.8
2201,1.5943873728377689,2.126373390540857,4.635040452255996,-201.653842,6.550803,41.300249997821346,10.8
2202,1.6165650066904687,2.015323845312636,4.94063843790914,-222.915012,38.175133,40.090034387121634,10.8
2203,1.4430765093651152,1.866676732085922,2.9984367122983593,-254.814501,103.308716,38.187652977733215,10.8
2204,1.605257861667642,2.515434900993219,4.788026688602772,-139.163633,-55.977524,44.961848526149204,10.8
2205,1.5854920063345075,1.7431064498077693,4.2868265155879,259.376158,229.099096,20.247117089367002,10.8
2206,1.4937280035792142,1.608265275870057,3.3599675122981156,-100.439132,531.40019,29.373107360297166,10.8
2207,1.6158662262742682,1.6124381251875377,4.998251899505094,-138.10678,505.173545,30.079629739860763,10.8
2208,1.5937352125000142,1.6545529364876652,4.552906355846475,-240.176189,368.428108,32.82280839471498,10.8
2209,1.6384626882427071,1.6054691394109355,4.782504689678454,71.947259,536.001655,26.54701787956993,10.8
2210,1.5201240354037984,1.6341324816753109,5.954401903185992,137.241824,454.017017,25.13397314136496,10.8
2211,1.5201961837460818,1.9651020073886714,5.943107648813791,225.39947,77.528523,16.785862004982306,10.8
2212,1.603800175554183,1.8340744789097188,4.798543609602018,-259.922566,122.070675,37.71205762733514,10.8
2213,1.4657568674109995,1.6214020676871277,3.01661252221179,-203.112414,446.426707,31.49267447561578,10.8
2214,1.6359617654478444,1.6065865065494251,4.901457325633046,110.960393,511.821829,25.840495506838757,10.8
2215,1.5214083454918128,1.6128221439742487,5.817663026518574,-146.59013,484.942647,30.3151371994373,10.8
2216,1.5215160068841962,1.6123897782687768,5.810836018221868,120.510929,492.072305,25.604988061586617,10.8
2217,1.5487980765491522,1.7463686941598755,4.044706474987687,258.557031,211.223705,19.907233544281127,10.8
2218,1.5357008024879488,1.6889288986792677,3.763615974602213,-256.568509,285.681389,34.18234258922463,10.8
2219,1.6340305179680787,1.6343324476218029,4.97954905401434,143.876376,433.817046,24.898465685441394,10.8
2220,1.5606750272785153,2.208051986320676,4.344234435192637,-184.123691,-11.884013,42.15564137647572,10.8
2221,1.5718166092107484,1.5948511476638447,4.616934802186452,-71.947259,536.001655,28.902092456289918,10.8
2222,1.5232842412367666,1.59299809744107,5.698943779032564,43.250481,539.076597,27.0180327915415,10.8
