dT,Tf,LTE
40,564.6551724,inf
51.37931034,564.6551724,inf
62.75862069,564.6551724,932.9287671
74.13793103,564.6551724,178.6739726
85.51724138,564.6551724,54.19178082
96.89655172,564.6551724,28.89041096
108.2758621,564.6551724,25.32876712
119.6551724,564.6551724,31.84657534
131.0344828,564.6551724,42.90684932
142.4137931,564.6551724,54.8630137
153.7931034,564.6551724,68.01643836
165.1724138,564.6551724,81.7890411
176.5517241,564.6551724,72.80273973
187.9310345,564.6551724,23.8
199.3103448,564.6551724,7.597260274
210.6896552,564.6551724,9.75890411
222.0689655,564.6551724,1.484931507
233.4482759,564.6551724,0.369863014
244.8275862,564.6551724,0.361643836
256.2068966,564.6551724,0.353424658
267.5862069,564.6551724,0.350684932
278.9655172,564.6551724,0.350684932
290.3448276,564.6551724,0.350684932
301.7241379,564.6551724,0.350684932
313.1034483,564.6551724,0.334246575
324.4827586,564.6551724,0.334246575
335.862069,564.6551724,0.334246575
347.2413793,564.6551724,0.334246575
358.6206897,564.6551724,0.334246575
370,564.6551724,0.334246575
40,575,inf
51.37931034,575,inf
62.75862069,575,644.5808219
74.13793103,575,127.1287671
85.51724138,575,41.71780822
96.89655172,575,27.37534247
108.2758621,575,32.70958904
119.6551724,575,46.56712329
131.0344828,575,59.50958904
142.4137931,575,73.23835616
153.7931034,575,88.66849315
165.1724138,575,104.2931507
176.5517241,575,70.2
187.9310345,575,15.1369863
199.3103448,575,6.156164384
210.6896552,575,199.169863
222.0689655,575,1.090410959
233.4482759,575,0.235616438
244.8275862,575,0.230136986
256.2068966,575,0.230136986
267.5862069,575,0.230136986
278.9655172,575,0.230136986
290.3448276,575,0.230136986
301.7241379,575,0.221917808
313.1034483,575,0.221917808
324.4827586,575,0.221917808
335.862069,575,0.221917808
347.2413793,575,0.221917808
358.6206897,575,0.221917808
370,575,0.221917808
